Date,Searched_from,ID,Title,Year,Authors,Journal,Pub_type,Citations,References,Abstract
START,START,2131109318,lost in virtual space studies in human and ideal spatial navigation,2006,"brian j stankiewicz, gordon e legge, j stephen mansfield, erik j schlicht",journal of experimental psychology human perception and performance,1,47,40,"The authors describe 3 human spatial navigation experiments that investigate how limitations of perception, memory, uncertainty, and decision strategy affect human spatial navigation performance. To better understand the effect of these variables on human navigation performance, the authors developed an ideal-navigator model for indoor navigation whose optimizing algorithm uses a partially observable Markov decision process. The model minimizes the number of actions (translations and rotations) required to move from an unknown starting state to a specific goal state in indoor environments that have perceptual ambiguity. The authors compared the model's performance with that of the human observer to measure human navigation efficiency. Experiment 1 investigated the effect of increasing the layout size on spatial way-finding efficiency and found that participants' efficiencies decreased as layout size increased. The authors investigated whether this reduction in navigation efficiency was due to visual perception (Experiment 2), memory, spatial updating strategy, or decision strategy (Experiment 3). Language: en"
START,START,2896198545,what meta analyses reveal about the replicability of psychological research,2018,"t d stanley, evan c carter, hristos doucouliagos",psychological bulletin,1,24,137,NA
START,START,2060511525,the development of the relation between letter naming speed and reading ability,1983,"keith e stanovich, dorothy j feeman, anne e cunningham",bulletin of the psychonomic society,1,58,13,"A discrete-trial reaction time methodology was employed in order to measure the speed with which two groups of first-grade children (one tested twice during the school year) named letters. The relation of letter-naming speed to reading ability, although statistically significant, was much smaller than that observed in previous research in which a continuous-list procedure was employed. It was suggested that this procedure inflates the correlation because it involves many other psychological processes in addition to name retrieval speed. A third-grade group also displayed a weak correlation, but the relationship was reasonably strong in a fifth-grade group. The presence of a strong relationship in groups as advanced in reading as fifth-graders is probably more indicative of differential experience with text than it is of a causal role for name retrieval speed in determining reading ability."
START,START,2054851453,phenotypic performance profile of children with reading disabilities a regression based test of the phonological core variable difference model,1994,"keith e stanovich, linda s siegel",journal of educational psychology,1,1066,188,"In this study, we introduce a new analytic strategy for comparing the cognitive profiles of children developing reading skills at different rates: a regression-based logic that is analogous to the reading-level match design, but one without some of the methodological problems of that design. It provides a unique method for examining whether the reading subskill profiles of poor readers with aptitude/achievement discrepancy differ from those without discrepancy. Children were compared on a varied set of phonological, orthographic, memory, and language processing tasks. The results indicated that cognitive differences between these 2 groups of poor readers all reside outside of the word recognition module"
START,START,1973864928,mind body skills groups for posttraumatic stress disorder and depression symptoms in palestinian children and adolescents in gaza,2011,"julie k staples, jamil ahmed abdel atti, james s gordon",international journal of stress management,1,35,4,NA
START,START,1973943490,psychometric properties of the beck depression inventory for youth in a sample of girls,2007,"laura m stapleton, janay b sander, kevin d stark",psychological assessment,1,30,21,"A new measure has been developed to assess depressive symptoms, the Beck Depression Inventory for Youth (BDI-Y; J. S. Beck, A. T. Beck, & J. B. Jolly, 2001). This research extends previous validation research of BDI-Y total scores by examining internal consistency and convergent and predictive validity within a school-based sample (n = 859) of girls 9-13 years old by age level and for selected races or ethnic groups. Scores had high internal consistency, and there was support for using the BDI-Y to assess depressive symptoms. Reliability was slightly lower for 9-year-olds, but reliability and validity estimates did not differ by race or ethnic group. Finally, confirmatory factor analysis results provide some support for unidimensionality of scores but also point toward possible refinements."
START,START,2019959754,the effects of alcohol emotion regulation and emotional arousal on the dating aggression intentions of men and women,2014,"cynthia a stappenbeck, kim fromme",psychology of addictive behaviors,1,20,0,"Verbal and physical dating aggression is prevalent among college-aged men and women, especially a pattern of mutual aggression in which both partners engage in aggression. Alcohol intoxication and anger arousal have been implicated in the occurrence of aggression, and the ability to regulate one's emotions may interact with both alcohol intoxication and emotional arousal to predict dating aggression. The current study is the first known experimental investigation to examine the effects of alcohol intoxication, alcohol expectancies, emotion regulation, and emotional arousal on dating aggression. Participants were randomized to receive alcohol (n = 48), placebo (n = 48), or no alcohol (n = 48). Intoxicated men and women expressed more verbal and physical aggression intentions than those in the no-alcohol condition, and individuals in the placebo condition did not significantly differ from those in the alcohol and no-alcohol conditions. These results suggest that the pharmacological effects of alcohol were important to the occurrence of dating aggression, whereas the effects of expectancy are less clear. Among those less able to engage in cognitive reappraisal, individuals who consumed or believed they consumed alcohol expressed more verbal and physical aggression intentions than those who received no alcohol. Those with higher arousal who were better able to suppress their emotions expressed fewer verbal and physical aggression intentions than those with lower arousal. In addition to reducing alcohol consumption, interventions for dating aggression might incorporate emotion regulation skills, with a focus on understanding the circumstances in which cognitive reappraisal and emotion suppression are relatively more effective. (PsycINFO Database Record (c) 2013 APA, all rights reserved). Language: en"
START,START,2078701897,repetition priming of words pseudowords and nonwords,2000,"craig e l stark, james l mcclelland",journal of experimental psychology learning memory and cognition,1,79,9,"In 5 experiments, the authors assessed repetition priming for words, pseudowords, and nonwords using a task that combines an implicit perceptual fluency measure and a recognition memory assessment for each list item. Words and pseudowords generated a consistently strong repetition effect even when there was a failure to recognize the stimulus. In 2 of the experiments, the repetition effect for nonwords was reliably above chance even when there was a failure to recognize the stimulus. The authors propose a parallel distributed processing (PDP) model based on the work of J. McClelland and D. Rumelhart (1985) as a way to understand the mechanisms potentially responsible for the pattern of findings. Although the error-driven nature of learning in the model results in a poor fit to the nonword priming data, this is not endemic to all PDP models. Using a model based on Hebbian learning, the authors instantiate a property that they believe is characteristic of implicit memory-that learning is primarily based on the strengthening of connections between units that become active during the processing of a stimulus. This model provides a far more satisfactory account of the data than does the error-driven model."
START,START,2075631998,a cognitive and social psychological analysis of disclosure laws and call for mortgage counseling to prevent predatory lending,2010,"debra pogrund stark, jessica m choplin",psychology public policy and law,1,13,0,"The federal government’s primary method of protecting consumers from “predatory lending” has been to enact disclosure laws that were supposed to enable consumers to make informed decisions. This article contends that notwithstanding these disclosure laws, unscrupulous mortgage brokers and lenders have been able to take advantage of certain described cognitive and social psychological phenomena to induce borrowers to enter into predatory loans, and argues that disclosures alone - even the recently revised disclosure forms - are inadequate. To better empower consumers to make informed decisions on their home loans, this article proposes and details a mortgage counseling intervention that contains both “in-person” and interactive computer training as a necessary supplement to disclosure laws. Designed properly, such an intervention would more effectively address the cognitive and social psychological barriers to rational decision-making than disclosure alone. The article also examines the likely costs and benefits of the proposed mortgage counseling intervention in light of Illinois experience with mortgage counseling and urges policymakers to consider not only the costs of implementing mortgage counseling, but also the costs of not providing for this counseling."
START,START,1994272659,a rose by any other name is not the same the role of orthographic knowledge in homophone confusion errors,2001,"matthew s starr, kevin k fleming",journal of experimental psychology learning memory and cognition,1,14,26,"Homophone confusion errors were examined in a series of 6 experiments. Across a variety of tasks, readers consistently made more errors on homophone trials than on control trials. These effects were established in Experiment 1 using a semantic-decision task in which participants judged whether pairs of words were related or unrelated. For both related and unrelated trials, error rates were higher for homophones as compared with controls. Results such as these have previously been taken as evidence for the role of phonology in lexical access and reading. However, differences in orthographic knowledge (more specifically, knowledge of spelling-to-m eaning correspondences) across participants and homophone items significantly predicted homophone errors across all tasks. In addition, spelling tasks and multiple-choice questionnaires revealed differences in orthographic knowledge across participants and homophone items. Although these results do not rule out a role for phonology in lexical access, they indicate that homophone confusion errors may also be due to factors other than phonology."
START,START,2792334720,reading in developmental prosopagnosia evidence for a dissociation between word and face recognition,2018,"randi starrfelt, solja k klargaard, anders petersen, christian gerlach",neuropsychology (journal),1,10,0,NA
START,START,2734602416,a relative bilingual advantage in switching with preparation nuanced explorations of the proposed association between bilingualism and task switching,2017,"alena stasenko, georg e matt, tamar h gollan",journal of experimental psychology general,1,10,88,NA
START,START,2034041981,word recognition and syntactic attachment in reading evidence for a staged architecture,2011,adrian staub,journal of experimental psychology general,1,32,80,"In 3 experiments, the author examined how readers’ eye movements are influenced by joint manipulations of a word’s frequency and the syntactic fit of the word in its context. In the critical conditions of the first 2 experiments, a high- or low-frequency verb was used to disambiguate a garden-path sentence, while in the last experiment, a high- or low-frequency verb constituted a phrase structure violation. The frequency manipulation always influenced the early eye movement measures of first-fixation duration and gaze duration. The context manipulation had a delayed effect in Experiment 1, influencing only the probability of a regressive eye movement from later in the sentence. However, the context manipulation influenced the same early eye movement measures as the frequency effect in Experiments 2 and 3, though there was no statistical interaction between the effects of these variables. The context manipulation also influenced the probability of a regressive eye movement from the verb, though the frequency manipulation did not. These results are shown to confirm predictions emerging from the serial, staged architecture for lexical and integrative processing of the E–Z Reader 10 model of eye movement control in reading (Reichle, Warren, & McConnell, 2009). It is argued, more generally, that the results provide an important constraint on how the relationship between visual word recognition and syntactic attachment is treated in processing models."
START,START,2900122702,examining the role of imageability and regularity in word reading accuracy and learning efficiency among first and second graders at risk for reading disabilities,2019,"laura m steacy, donald l compton",journal of experimental child psychology,1,0,75,"Abstract NA NA This study explored word reading accuracy and word learning efficiency in first- and second-grade students (N = 125). In two experiments, students participated in a short training exposing them to words that varied on orthographic regularity and imageability. In Experiment 1 the form of word feedback was manipulated (phonemic vs. whole word), whereas in Experiment 2 pretraining exposure was manipulated (training on meaning vs. imageability). Crossed random effects models were used to explore child- and item-level predictors related to number of exposures to mastery, posttest word reading performance, and maintenance performance after 1 week. Results from Experiment 1 indicate that imageability plays a role in irregular word learning. Results from Experiment 2 suggest that students who received imageability training required fewer exposures to reach mastery. There was a significant interaction between initial word reading skill and condition, with students with low word reading skills requiring fewer exposures for mastery if they were in the imageability condition. Overall, these findings suggest that word imageability significantly affects both word reading accuracy and rate of word learning."
START,START,2426763437,exploring individual differences in irregular word recognition among children with early emerging and late emerging word reading difficulty,2017,"laura m steacy, devin m kearns, jennifer k gilbert, donald l compton, donald l compton, eunsoo cho, eunsoo cho, esther r lindstrom, alyson a collins, alyson a collins",journal of educational psychology,1,6,0,"Models of irregular word reading that take into account both child- and word-level predictors have not been evaluated in typically developing children and children with reading difficulty (RD). The purpose of the present study was to model individual differences in irregular word reading ability among 5th grade children (N = 170), oversampled for children with RD, using item-response crossed random-effects models. We distinguish between 2 subtypes of children with word reading RD, those with early emerging and late-emerging RD, and 2 types of irregular words, “exception” and “strange.” Predictors representing child-level and word-level characteristics, along with selected interactions between child- and word-characteristics, were used to predict item-level variance. Individual differences in irregular word reading were predicted at the child level by nonword decoding, orthographic coding, and vocabulary; at the word level by word frequency and a spelling-to-pronunciation transparency rating; and by the Reader group × Imageability and Reader group × Irregular word type interactions. Results are interpreted within a model of irregular word reading in which lexical characteristics specific to both child and word influence accuracy. (PsycINFO Database Record (c) 2017 APA, all rights reserved)"
START,START,2072846259,classification of double deficit groups across time an analysis of group stability from kindergarten to second grade,2014,"laura m steacy, john r kirby, rauno parrila, donald l compton",scientific studies of reading,1,14,41,"The Double Deficit Hypothesis of dyslexia is one approach to classifying students with reading disabilities. The theory offers four distinct groups of readers: (a) average readers, (b) students with phonological deficits, (c) students with naming speed deficits, and (d) students with double deficits: those having both (b) and (c). This study examines the stability of these groups from kindergarten to second grade. An initial sample of 214 students were tested at four time points on measures of rapid automatized naming, phonological awareness, and reading. Latent transition analyses were used to examine the stability of these groups over time. These analyses indicated moderate stability from kindergarten to second grade with the probability of movement between groups being higher in kindergarten and early first grade. The groups differed in reading achievement at each testing time, with the double deficit group obtaining the lowest scores. Implications for early assessment and intervention are discussed."
START,START,2418944848,the influence of stimulus sex and emotional expression on the attentional blink,2015,"hilary e stebbins, jesse b vanous",emotion,1,2,0,NA
START,START,2794935897,the effects of context on processing words during sentence reading among adults varying in age and literacy skill,2017,"allison a steenbaker, shukhan ng, brennan r payne, carolyn j anderson, kara d federmeier, elizabeth a l stinemorrow",NA,0,0,0,NA
START,START,2749801272,the effects of context on processing words during sentence reading among adults varying in age and literacy skill,2017,"allison a steenbaker, shukhan ng, brennan r payne, brennan r payne, carolyn j anderson, kara d federmeier, elizabeth a l stinemorrow",psychology and aging,1,5,0,"The facilitation of word processing by sentence context reflects the interaction between the build-up of message-level semantics and lexical processing. Yet, little is known about how this effect varies through adulthood as a function of reading skill. In this study, Participants 18–64 years old with a range of literacy competence read simple sentences as their eye movements were monitored. We manipulated the predictability of a sentence-final target word, operationalized as cloze probability. First fixation durations showed an interaction between age and literacy skill, decreasing with age among more skilled readers but increasing among less skilled readers. This pattern suggests that age-related slowing may impact reading when not buffered by skill, but with continued practice, automatization of reading can continue to develop in adulthood. In absolute terms, readers were sensitive to predictability, regardless of age or literacy, in both early and later measures. Older readers showed differential contextual sensitivity in regression patterns, effects not moderated by literacy skill. Finally, comprehension performance increased with age and literacy skill, but performance among less skilled readers was especially reduced when predictability was low, suggesting that low-literacy adults (regardless of age) struggle when creating mental representations under weaker semantic constraints. Collectively, these findings suggest that aging readers (regardless of reading skill) are more sensitive to context for meaning-integration processes; that less skilled adult readers (regardless of age) depend more on a constrained semantic representation for comprehension; and that the capacity for literacy engagement enables continued development of efficient lexical processing in adult reading development."
START,START,2069270851,profile of masculine norms and help seeking stigma in college football,2012,"jesse a steinfeldt, matthew clint steinfeldt",sport exercise and performance psychology,1,27,50,This study represents an interdisciplinary endeavor between the fields of sport psychology and the psychological study of men and masculinity. The purpose of this study was to provide a greater understanding of the relationship between traditional masculine norms and help-seeking attitudes within th
START,START,2321980595,reaching new heights comparing interpretation bias modification to exposure therapy for extreme height fear,2014,"shari a steinman, bethany a teachman",journal of consulting and clinical psychology,1,17,47,"Exposure therapy, in which people confront their feared stimuli and try to remain in the situation until their fear declines, is currently the gold standard for phobia treatment. Meta-analyses and literature reviews have shown that the beneficial effects of exposure are robust and gains are maintained or improved over time (e.g., Choy, Fyer, & Lipsitz, 2007; Wolitzky-Taylor, Horowitz, Powers, & Telch, 2008). Despite the well-documented success of exposure therapy, many phobic individuals do not improve, or find confronting their feared stimuli aversive, and consequently drop out of or avoid treatment (e.g., Choy et al.). In fact, data from the Epidemiologic Catchment Area study showed that approximately 70% of people with diagnosable phobias had not sought treatment, and of those who had, less than 50% sought services specific to psychological health (see Wolitzky-Taylor et al. for review). Given these limitations, there is a clear need to explore alternate approaches to phobia treatment.

The current study evaluates a new approach to the treatment of phobias: cognitive bias modification for interpretations (CBM-I) for individuals with extreme height fear. To examine the utility of modifying interpretation biases, height fear and related symptoms were measured before and after two sessions of CBM-I, and compared to an Exposure Only condition, a combination of CBM-I and exposure therapy (labeled CBM-I+Exposure), and a Control condition."
START,START,2785665210,unethical and inept the influence of moral information on perceptions of competence,2018,"jennifer e stellar, robb willer",journal of personality and social psychology,1,9,0,"While moral character heavily influences global evaluations of others (Goodwin, Piazza, & Rozin, 2014), its causal effect on perceptions of others’ competence (i.e., one’s knowledge, skills, and abilities) is less clear. We found that people readily use information about another’s morality when judging their competence, despite holding folk intuitions that these domains are independent. Across 6 studies (n = 1,567), including 2 preregistered experiments, participants judged targets who committed hypothetical transgressions (Studies 1 and 3), cheated on lab tasks (Study 2), acted selfishly in economic games (Study 4), and received low morality ratings from coworkers (Study 5 and 6) as less competent than control or moral targets. These findings were specific to morality and were not the result of incidentally manipulating impressions of warmth (Study 4), nor were they fully explained by a general halo effect (Studies 2 and 3). We hypothesized that immoral targets are seen as less competent because their immoral actions led them to be viewed as low in social intelligence. Studies 4 and 5 supported this prediction, demonstrating that social intelligence was a more reliable mediator than perceptions of self-control or general intelligence. An experimental test of this mediation argument found that presenting targets as highly socially intelligent eliminated the negative effect of immoral information on judgments of competence (Study 6). These results suggest that information about a person’s moral character readily influences perceptions of their competence. (PsycINFO Database Record (c) 2018 APA, all rights reserved)"
START,START,2036935728,the role of fractality in perceptual learning exploration in dynamic touch,2010,"damian g stephen, ryan arzamarski, claire f michaels",journal of experimental psychology human perception and performance,1,51,82,"Perceptual systems must learn to explore and to use the resulting information to hone performance. Optimal performance depends on using information available at many time scales, from the near instantaneous values of variables underlying perception (i.e., detection), to longer term information about appropriate scaling (i.e., calibration), to yet longer term information guiding variable use (i.e., attunement). Fractal fluctuations in explorations would entail fluctuation at all time scales, allowing perceptual systems a flexible way to detect information at all time scales. We tested whether perceptual learning in dynamic touch is related to the fractality of wielding behaviors. A reanalysis of wielding behaviors from Arzamarski, Isenhower, Kay, Turvey, and Michaels (2010) revealed that exploratory movements were fractal and that a fractal-scaling exponent predicts individual differences in haptic judgments."
START,START,2080128557,dynamics of representational change entropy action and cognition,2009,"damian g stephen, james a dixon, robert w isenhower",journal of experimental psychology human perception and performance,1,90,103,"Explaining how the cognitive system can create new structures has been a major challenge for cognitive science. Self-organization from the theory of nonlinear dynamics offers an account of this remarkable phenomenon. Two studies provide an initial test of the hypothesis that the emergence of new cognitive structure follows the same universal principles as emergence in other domains (e.g., fluids, lasers). In both studies, participants initially solved gear-system problems by manually tracing the force across a system of gears. Subsequently, they discovered that the gears form an alternating sequence, thereby demonstrating a new cognitive structure. In both studies, dynamical analyses of action during problem solving predicted the spontaneous emergence of the new cognitive structure. Study 1 showed that a peak in entropy, followed by negentropy, key indicators of self-organization, predicted discovery of alternation. Study 2 replicated these effects, and showed that increasing environmental entropy accelerated discovery, a classic prediction from dynamics. Additional analyses based on the relationship between phase transitions and power-law behavior provide converging evidence. The studies provide an initial demonstration of the emergence of cognitive structure through self-organization."
START,START,2792130939,nobody ever told us the contribution of intragroup dialogue to reflexive learning about violent conflict,2018,"michael sternberg, tal litvak hirsch, shifra sagy",peace and conflict journal of peace psychology,1,0,0,NA
START,START,2013781333,testing the theory of successful intelligence in teaching grade 4 language arts mathematics and science,2014,"robert j sternberg, linda jarvin, damian p birney, adam naples, steven e stemler, tina m newman, renate otterbach, carolyn parish, judy randi, elena l grigorenko",journal of educational psychology,1,15,45,"This study addressed whether prior successes with educational interventions grounded in the theory of successful intelligence could be replicated on a larger scale as the primary basis for instruction in language arts, mathematics, and science. A total of 7,702 4th-grade students in the United States, drawn from 223 elementary school classrooms in 113 schools in 35 towns (14 school districts) located in 9 states, participated in the program. Students were assigned, by classroom, to receive units of instruction that were based either upon the theory of successful intelligence (SI; analytical, creative, and practical instruction) or upon teaching as usual (weak control), memory instruction (strong control), or critical-thinking instruction (strong control). The amount of instruction was the same across groups. In the 23 comparisons across 10 content units in 3 academic domains, there were only a small number of instances in which students in the SI instructional groups generally performed statistically better than students in other conditions. There were even fewer instances where the different control conditions outperformed the SI students. Implications for the future of SI theory and the scalability of research efforts in general are discussed."
START,START,2119674705,emplotting the traumatic self narrative revision and the construction of coherence,2001,"alan e stewart, robert a neimeyer",the humanistic psychologist,1,9,42,"Abstract In this article we provide a constructivist‐narrative conceptualization of the origins and psychotherapeutic methods for treating trauma. We believe that the experience of trauma ensues when lived events outpace peoples’ abilities to emplot or narrate these events from the perspective of dominant life narratives. The sights, sounds, and smells associated with traumatic events preclude such emplotment. The therapeutic objectives of narrative therapy include finding ways to develop meanings for the trauma and subsequently to integrate these with the dominant narrative. Two case studies are provided to illustrate our conceptualization and therapeutic approach."
START,START,2003923548,three tier models of reading and behavior,2005,"rachel m stewart, ronald c martella, nancy e marchandmartella, gregory j benner",the journal of early and intensive behavioral intervention,1,6,44,"The purpose of this study was to analyze the research literature on three-tier models of reading and behavior and to provide a descriptive analysis and meta-analytic review of these models. An in-depth review of 17 articles was conducted on the similarities and differences between and among three-tier models of reading (n = 5), models of behavior (n = 7), and inte- grated models (combining reading and behavior; n = 5). Descriptive analyses were conducted across three areas: student populations, intervention level, and setting. Finally, a meta-analytic review was completed of 11 of the 17 investigations. Scientific evidence shows that one or more levels of these three-tier models leads to improved reading or behavior performance; however, there is a paucity of research detailing the integration of three-tier reading and behavior models. Limitations and directions for future research are discussed."
START,START,2094522386,training versus engagement as paths to cognitive enrichment with aging,2014,"elizabeth a l stinemorrow, brennan r payne, brent w roberts, arthur f kramer, daniel g morrow, laura l payne, patrick l hill, joshua j jackson, xuefei gao, soo rim noh, megan c janke, jeanine m parisi",psychology and aging,1,47,98,"While a training model of cognitive intervention targets the improvement of particular skills through instruction and practice, an engagement model is based on the idea that being embedded in an intellectually and socially complex environment can impact cognition, perhaps even broadly, without explicit instruction. We contrasted these two models of cognitive enrichment by randomly assigning healthy older adults to a home-based inductive reasoning training program, a team-based competitive program in creative problem solving, or to a wait-list control. As predicted, those in the training condition showed selective improvement in inductive reasoning. Those in the engagement condition, on the other hand, showed selective improvement in divergent thinking, a key ability exercised in creative problem solving. On average, then, both groups appeared to show ability-specific effects. However, moderators of change differed somewhat for those in the engagement and training interventions. Generally, those who started either intervention with a more positive cognitive profile showed more cognitive growth, suggesting that cognitive resources enabled individuals to take advantage of environmental enrichment. Only in the engagement condition did initial levels of openness and social network size moderate intervention effects on cognition, suggesting that comfort with novelty and an ability to manage social resources may be additional factors contributing to the capacity to take advantage of the environmental complexity associated with engagement. Collectively, these findings suggest that training and engagement models may offer alternative routes to cognitive resilience in late life."
START,START,2059494035,cross age comparisons reveal multiple strategies for lexical ambiguity resolution during natural reading,2013,"mallory c stites, kara d federmeier, elizabeth a l stinemorrow",journal of experimental psychology learning memory and cognition,1,12,44,"Eye tracking was used to investigate how younger and older (60 or more years) adults use syntactic and semantic information to disambiguate noun/verb (NV) homographs (e.g., park). In event-related potential (ERP) work using the same materials, Lee and Federmeier (2009, 2011) found that young adults elicited a sustained frontal negativity to NV homographs when only syntactic cues were available (i.e., in syntactic prose); this effect was eliminated by semantic constraints. The negativity was only present in older adults with high verbal fluency. The current study shows parallel findings: Young adults exhibit inflated first fixation durations to NV homographs in syntactic prose, but not semantically congruent sentences. This effect is absent in older adults as a group. Verbal fluency modulates the effect in both age groups: High fluency is associated with larger first fixation effects in syntactic prose. Older, but not younger, adults also show significantly increased rereading of the NV homographs in syntactic prose. Verbal fluency modulates this effect as well: High fluency is associated with a reduced tendency to reread, regardless of age. This relationship suggests a trade-off between initial and downstream processing costs for ambiguity during natural reading. Together the eye-tracking and ERP data suggest that effortful meaning selection recruits mechanisms important for suppressing contextually inappropriate meanings, which also slow eye movements. Efficacy of frontotemporal circuitry, as captured by verbal fluency, predicts the success of engaging these mechanisms in both young and older adults. Failure to recruit these processes requires compensatory rereading or leads to comprehension failures (Lee & Federmeier, 2012)."
START,START,2474247278,the effects of explicit teaching of strategies second order concepts and epistemological underpinnings on students ability to reason causally in history,2017,"g stoel, jannet van drie, carla van boxtel",journal of educational psychology,1,12,42,"This article reports an experimental study on the effects of explicit teaching on 11th grade students’ ability to reason causally in history. Underpinned by the model of domain learning, explicit teaching is conceptualized as multidimensional, focusing on strategies and second-order concepts to generate and verbalize causal explanations and epistemological underpinnings connected to causal reasoning in history. In a randomized pretest–posttest design (N = 95), with a treatment and a control condition, effects of explicit teaching were investigated on students’ (a) second-order and strategy knowledge, (b) their epistemological beliefs, and (c) their ability to construct a causal explanation, as well as (d) their topic knowledge, and (e) their individual interest. Results show that students in the experimental group scored significantly higher at the posttest on knowledge of causal-reasoning strategies and second-order concepts (sr² = .09), attributed a significantly higher value to criterialist epistemological beliefs (sr² = .04), and reported a higher individual interest (sr² = .02). We found no differences between conditions in the overall quality of students’ written explanations. However, the experimental group scored significantly higher on 1 core criterion, that is, the “use of second-order language and causal connections” (sr² = .06). No differences were found on first-order knowledge. Furthermore, self-reports on learning gains and correlational analysis were applied to explore the interrelatedness of second-order and strategy knowledge, epistemological beliefs, student’s ability to construct a causal explanation, topic knowledge, and individual interest."
START,START,1997285520,perceiving affordances for another person s actions,1999,"thomas a stoffregen, kathleen m gorday, yang yi sheng, s b flynn",journal of experimental psychology human perception and performance,1,97,42,NA
START,START,2050783557,constraints have different concurrent effects and aftereffects on variability,2002,"patricia d stokes, helen m harrison",journal of experimental psychology general,1,17,60,"Three experiments showed that constraints imposed early in learning have different effects on variability when they are in effect and after they are removed. Task constraints, which determine how something can be done, limited the number of possible responses in a computer game. Variability constraints, which specify how differently something must be done, required that each response differ from some number of prior responses. Less restrictive constraints (Experiments 1 and 2) produced higher variability during the constraints. More restrictive constraints (Experiments 2 and 3) led to higher variability after the constraints were relaxed. The authors discuss how these differences reflect strategies acquired during the constraints (default rules) and modified in closely related ways (exception rules) afterward."
START,START,2051234890,evidence for phonological processing deficits in less skilled readers,1995,"brenda stone, susan brady",annals of dyslexia,1,59,63,"Although weaknesses in metaphonological skills are well-documented in poor readers, prior studies have yielded inconsistent findings as to whether less-skilled readers also have deficits in the more primary phonological processes entailed in verbal working memory and speech production tasks. The present study was designed to examine this issue by comparing less-skilled third-graders readers (n=30) with younger children at the same reading level (n=30) and with more-skilled agemates (n=30) on a variety of tasks that require phonological processing (i.e., three “verbal memory” tasks [word span, span with concurrent processing, pseudoword imitation] and three “speech production” tasks [word-pair repetition, tongue twisters, rapid naming]). The results were striking: the less-skilled third-grade readers had significantly lower accuracy scores than both their agemates and the younger normal readers on the word span, pseudoword imitation, word-pair repetition, and tongue twister tasks. Measures of accuracy were more related to reading ability than were measures of speed. Performance on a pseudoword imitation task was the variable most strongly linked to reading achievement."
START,START,2076320060,oral language and code related precursors to reading evidence from a longitudinal structural model,2002,"stacey a storch, grover j whitehurst",developmental psychology,1,1103,82,"This study examined code-related and oral language precursors to reading in a longitudinal study of 626 children from preschool through 4th grade. Code-related precursors, including print concepts and phonological awareness, and oral language were assessed in preschool and kindergarten. Reading accuracy and reading comprehension skills were examined in 1st through 4th grades. Results demonstrated that (a) the relationship between code-related precursors and oral language is strong during preschool; (b) there is a high degree of continuity over time of both code-related and oral language abilities; (c) during early elementary school, reading ability is predominantly determined by the level of print knowledge and phonological awareness a child brings from kindergarten; and (d) in later elementary school, reading accuracy and reading comprehension appear to be 2 separate abilities that are influenced by different sets of skills."
START,START,2428121596,conversations on the margins using data entry to explore the qualitative potential of survey marginalia,2016,brett g stoudt,NA,0,8,0,NA
START,START,2114886441,steming the tide using ingroup experts to inoculate women s self concept in science technology engineering and mathematics stem,2011,"jane g stout, nilanjana dasgupta, matthew hunsinger, melissa a mcmanus",journal of personality and social psychology,1,345,47,"Three studies tested a stereotype inoculation model, which proposed that contact with same-sex experts (advanced peers, professionals, professors) in academic environments involving science, technology, engineering, and mathematics (STEM) enhances women’s self-concept in STEM, attitudes toward STEM, and motivation to pursue STEM careers. Two cross-sectional controlled experiments and 1 longitudinal naturalistic study in a calculus class revealed that exposure to female STEM experts promoted positive implicit attitudes and stronger implicit identification with STEM (Studies 1–3), greater self-efficacy in STEM (Study 3), and more effort on STEM tests (Study 1). Studies 2 and 3 suggested that the benefit of seeing same-sex experts is driven by greater subjective identification and connectedness with these individuals, which in turn predicts enhanced self-efficacy, domain identification, and commitment to pursue STEM careers. Importantly, women’s own self-concept benefited from contact with female experts even though negative stereotypes about their gender and STEM remained active."
START,START,2139088474,risk and promotive effects in the explanation of persistent serious delinquency in boys,2002,"magda stouthamerloeber, rolf loeber, evelyn h wei, david p farrington, perolof h wikstrom",journal of consulting and clinical psychology,1,318,67,"Risk and promotive effects were investigated as predictors of persistent serious delinquency in male participants of the Pittsburgh Youth Study (R. Loeber, D. P. Farrington, M. Stouthamer-Loeber, & W. B. van Kammen, 1998), living in different neighborhoods. Participants were studied over ages 13-19 years for the oldest sample and 7-13 years for the youngest sample. Risk and promotive effects were studied in 6 domains: child behavior, child attitudes, school and leisure activities, peer behaviors, family functioning, and demographics. Regression models improved when promotive effects were included with risk effects in predicting persistent serious delinquency. Disadvantaged neighborhoods, compared with better neighborhoods, had a higher prevalence of risk effects and a lower prevalence of promotive effects. However, predictive relations between risk and promotive effects and persistent serious delinquency were linear and similar across neighborhood socioeconomic status."
