,uid,title,pubyear,doi,journal,authors,abstract
1329,2134254772,phonological segmentation assessment is not enough a comparison of three phonological awareness tests with first and second graders,2012,10.1177/0829573512438635,Canadian Journal of School Psychology,David A. Kilpatrick,"Despite extensive research on phonological awareness and reading, there has been little effort to study practical questions that would assist practitioners regarding the choice and interpretation of the phonological awareness tests available to them. This study examined the relationship between decoding (real and pseudowords) and three phonological awareness tests (segmentation, blending, and manipulation) taken from the Comprehensive Test of Phonological Processing (CTOPP) with an unselected population of first grade (n = 67) and second grade (n = 49) students. Segmentation displayed the weakest correlation with reading and accounted for no statistical variance in reading beyond what was found in the blending test. It also failed to account for a substantial amount of variance in reading that is captured by the manipulation test. Despite its popularity in educational contexts, phonological segmentation may be less useful than phonological manipulation or blending in assessing the phonological substrates ..."
1330,2134337616,evaluation of curricular approaches to enhance preschool early literacy skills,2007,10.1080/10862960701675333,Journal of Literacy Research,"Janet E. Fischel, Stacey Storch Bracken, Ariela Fuchs-Eisenberg, Elana Greenfield Spira, Samantha Katz, Gary Shaller","Two curricula designed to enhance the early literacy skills of 4-year-old preschool children were evaluated against a third, comparison condition. Thirty-five Head Start preschool classrooms were assigned randomly to incorporate one of two early literacy curricular approaches, Let’s Begin with the Letter People ® or Waterford Early Reading Program ® Level 1, into their current curriculum, the High/ Scope ® Educational Approach, or to use the High/Scope method alone. Results indicated that children in the literacy intervention classrooms demonstrated significantly stronger outcomes in the areas of emergent writing, book and print knowledge, and general reading readiness skills. Minority language status also played a significant role in outcome, regardless of intervention condition. Implications for early childhood literacy interventions, especially important for children of low-income families, are discussed."
1331,2134346313,letter knowledge in parent child conversations,2014,10.1007/s11145-013-9450-7,Reading and Writing,"Sarah Robins, Rebecca Treiman, Nicole Rosales","Learning about letters is an important component of emergent literacy. We explored the possibility that parent speech provides information about letters, and also that children's speech reflects their own letter knowledge. By studying conversations transcribed in CHILDES (MacWhinney, 2000) between parents and children aged one to five, we found that alphabetic order influenced use of indi- vidual letters and letter sequences. The frequency of letters in children's books influenced parent utterances throughout the age range studied, but children's utterances only after age two. Conversations emphasized some literacy-relevant features of letters, such as their shapes and association with words, but not letters' sounds. Describing these patterns and how they change over the preschool years offers important insight into the home literacy environment."
1332,2134396572,how many letters should preschoolers in public programs know the diagnostic efficiency of various preschool letter naming benchmarks for predicting first grade literacy achievement,2012,10.1037/a0027757,Journal of Educational Psychology,"Shayne B. Piasta, Yaacov Petscher, Laura M. Justice","Review of current federal and state standards indicates little consensus or empirical justification regarding appropriate goals, often referred to as benchmarks, for preschool letter-name learning. The present study investigated the diagnostic efficiency of various letter-naming benchmarks using a longitudinal database of 371 children who attended publicly funded preschools. Children's uppercase and lowercase letter-naming abilities were assessed at the end of preschool, and their literacy achievement on 3 standardized measures was assessed at the end of 1st grade. Diagnostic indices (sensitivity, specificity, and negative and positive predictive power) were generated to examine the extent to which attainment of various preschool letter-naming benchmarks was associated with later risk for literacy difficulties. Results indicated generally high negative predictive power for benchmarks requiring children to know 10 or more letter names by the end of preschool. Balancing across all diagnostic indices, optimal benchmarks of 18 uppercase and 15 lowercase letter names were identified. These findings are discussed in terms of educational implications, limitations, and future directions."
1333,2134774443,children s names contribute to early literacy a linguistic and social perspective,2005,10.1007/1-4020-7911-7_17,,"Iris Levin, Dorit Aram",
1334,2134904653,the validity of informal reading comprehension measures,1988,10.1177/074193258800900206,Remedial and Special Education,"Lynn S. Fuchs, Douglas Fuchs, Linn Maxwell","The purpose of this study was to assess the criterion, construct, and concurrent validity of four informal reading comprehension measures: question answering tests, recall measures, oral passage reading tests, and cloze techniques. Mildly and moderately handicapped middle and junior high school boys (N = 70) were administered the informal measures in one sitting, with four passages equally represented across the four measures and with the administration order of measures counterbalanced. Criterion tests, the Reading Comprehension and Word Study Skills subtests of the Stanford Achievement Test, also were administered in a separate sitting. Results indicated that the correct oral reading rate score demonstrated the strongest criterion validity, with adequate construct and concurrent validity. A second acceptable index was the written recall measure. Implications for designing reading comprehension monitoring procedures are discussed."
1335,2135064771,facilitating effect of multisensory letter encoding on reading and spelling in 5 year old children,2015,10.1002/acp.3116,Applied Cognitive Psychology,"Hélène Labat, Guillaume T. Vallet, Annie Magnan, Jean Ecalle","Institut Universitaire de France, Paris, FranceSummary: This study aims at identifying the effect of training in the acquisition of the alphabetic principle in 5-year-old children.We compared the effect of multisensory training of letters in visual, haptic, graphomotor, visuo-haptic, and visuo-graphomotorgroups. For each training type, we contrasted trained versus untrained letters in reading and spelling tasks. First, visuo-hapticand visuo-graphomotor training improved letter-sound correspondence acquisition scores more than the other types of training,and this improvement persisted in the second post-test. A cross-modal transfer was revealed by the fact that scores increased afterblindfold haptic and graphomotor experiences. Moreover, performance on untrained letters also improved, suggesting an indirecteffect following the speciﬁc trained letters training. The results argue in favor of a facilitating effect of multisensory encoding onacquisition of the alphabetic principle. Practical implications for the prevention of future reading difﬁculties are discussed.Copyright © 2015 John Wiley & Sons, Ltd."
1336,2135290074,zambian preschools a boost for early literacy,2015,10.5430/elr.v4n4p1,English Linguistics Research,"Sylvia Mwanza-Kabaghe, Ebby Mubanga, Beatrice Matafwali, Sophie Kasonde-Ngandu, Adriana G. Bus",This study examined whether and how Zambian preschool education stimulates learning to read. A total of 216 children including 118 with a preschool background were tested at the start of first grade and again approximately eight months later. The Basic Skills Assessment Tool for reading and writing (BASAT) was applied at both measurements. Basic skills at the start of first grade were not better when children had been to preschool but did predict academic success in first grade. Multilevel regression analysis revealed that preschool even had a negative effect on reading and writing at the end of first grade when we controlled for basic literacy skills at the start of first grade. We discuss the use of English in preschool as a possible explanation for the negative effects of preschool.
1337,2135655476,structural equation modeling,2003,10.1002/0471264385.wei0224,,"Jodie B. Ullman, Peter M. Bentler","In this chapter we will present a tutorial on the fundamentals of structural equation modeling (SEM). In recent years structural equation modeling (SEM) has grown enormously in popularity. Fundamentally, SEM is a term for a large set of techniques based on the general linear model. The goal of this chapter is to present an introduction to the field of structural equation modeling. The chapter begins with an overview of SEM that includes the purpose and goals of this statistical analysis as well as terminology unique to this technique. Following the brief overview, the process of modeling will be discussed and illustrated with an example using data from a recent D.A.R.E. evaluation. After the basic modeling process is illustrated and discussed, an extension (multilevel modeling) of the basic model is presented. Finally, we present a section that discusses future trends in SEM.


Keywords:

construct;
EQS;
latent variable;
multilevel modeling;
SEM;
structural equation modeling"
1338,2135664158,early and late talkers school age language literacy and neurolinguistic differences,2010,10.1093/brain/awq163,Brain,"Jonathan L. Preston, Stephen J. Frost, William Einar Mencl, Robert K. Fulbright, Nicole Landi, Elena L. Grigorenko, Leslie K. Jacobsen, Kenneth R. Pugh","Early language development sets the stage for a lifetime of competence in language and literacy. However, the neural mechanisms associated with the relative advantages of early communication success, or the disadvantages of having delayed language development, are not well explored. In this study, 174 elementary school-age children whose parents reported that they started forming sentences ‘early’, ‘on-time’ or ‘late’ were evaluated with standardized measures of language, reading and spelling. All oral and written language measures revealed consistent patterns for ‘early’ talkers to have the highest level of performance and ‘late’ talkers to have the lowest level of performance. We report functional magnetic resonance imaging data from a subset of early, on-time and late talkers matched for age, gender and performance intelligence quotient that allows evaluation of neural activation patterns produced while listening to and reading real words and pronounceable non-words. Activation in bilateral thalamus and putamen, and left insula and superior temporal gyrus during these tasks was significantly lower in late talkers, demonstrating that residual effects of being a late talker are found not only in behavioural tests of oral and written language, but also in distributed cortical-subcortical neural circuits underlying speech and print processing. Moreover, these findings suggest that the age of functional language acquisition can have long-reaching effects on reading and language behaviour, and on the corresponding neurocircuitry that supports linguistic function into the school-age years."
1339,2136285594,linking the shapes of alphabet letters to their sounds the case of hebrew,2012,10.1007/s11145-010-9286-3,Reading and Writing,"Rebecca Treiman, Iris Levin, Brett Kessler","Learning the sounds of letters is an important part of learning a writing system. Most previous studies of this process have examined English, focusing on variations in the phonetic iconicity of letter names as a reason why some letter sounds (such as that of b, where the sound is at the beginning of the letter’s name) are easier to learn than others (such as that of w, where the sound is not in the name). The present study examined Hebrew, where variations in the phonetic iconicity of letter names are minimal. In a study of 391 Israeli children with a mean age of 5 years, 10 months, we used multilevel models to examine the factors that are associated with knowledge of letter sounds. One set of factors involved letter names: Children sometimes attributed to a letter a consonant–vowel sound consisting of the first phonemes of the letter’s name. A second set of factors involved contrast: Children had difficulty when there was relatively little contrast in shape between one letter and others. Frequency was also important, encompassing both child-specific effects, such as a benefit for the first letter of a child’s forename, and effects that held true across children, such as a benefit for the first letters of the alphabet. These factors reflect general properties of human learning."
1340,2136494473,the relationship between phonological awareness and reading implications for the assessment of phonological awareness,2005,10.1044/0161-1461(2005/029,Language Speech and Hearing Services in Schools,"Tiffany P. Hogan, Hugh W. Catts, Todd D. Little","Purpose: Speech-language pathologists (SLPs) use phonological awareness assessments in many ways. This study examines the usefulness of these assessments in kindergarten and 2nd grade. Method: Measures of phonological awareness and letter identification were administered in kindergarten, and measures of phonological awareness, phonetic decoding (i.e., nonword reading), and word reading were administered in 2nd and 4th grades to a sample of 570 children participating in a longitudinal study of reading and language impairments. Results: A path analysis indicated that kindergarten measures of phonological awareness and letter identifi cation provided information to the prediction of 2nd-grade reading. In 2nd grade, measures of reading offered information to the prediction of 4th-grade reading. Additionally, a reciprocal relationship was found between phonological awareness and word reading, with kindergarten phonological awareness predicting 2nd-grade word reading and, conversely, 2nd-grade word reading predicting 4th-grade phonological awareness. Clinical Implications: Phonological awareness assessment provides information about reading in kindergarten but loses its predictive power at 2nd grade. At that time, phonological awareness and word reading become so highly correlated that phonological awareness does not add information to the prediction of 4th-grade reading."
1341,2136904171,the role of frequent interactive prekindergarten shared reading in the longitudinal development of language and literacy skills,2013,10.1037/a0030347,Developmental Psychology,"Tricia A. Zucker, Sonia Q. Cabell, Laura M. Justice, Jill M. Pentimonti, Joan N. Kaderavek","In this study, we examined the longitudinal relations between frequency and features of reading experiences within the preschool classroom to children’s language and literacy outcomes in kindergarten and 1st grade. Frequency refers to the number of shared reading sessions conducted each week as measured by teachers’ written reading logs recorded across the academic year. Features refers to teachers’ extratextual talk about literal, inferential, or print or phonological topics as assessed by analysis of 6 videotaped readings of narrative and informational texts collected across the preschool year. Participants were 28 preschool teachers and 178 children. The children were largely at risk and randomly selected from among those in each classroom to complete longitudinal assessments. In preschool, results showed that the frequency of classroom shared reading was positively and significantly related to children’s receptive vocabulary growth, as was the inclusion of extratextual conversations around the text; only extratextual conversations related to children’s preschool literacy growth. There was no evidence of differential influences of these experiences for children; that is, the relationship between frequency or features and children’s language and literacy development was not moderated by children’s initial skill level. Longitudinally, extratextual talk during preschool shared reading remained associated with children’s vocabulary skills through kindergarten, with trends toward significance extending to 1st grade literacy skills. The frequency of preschool shared reading was not a significant predictor of longitudinal outcomes."
1342,2137159311,associated reading skills in children with a history of specific language impairment sli,2006,10.1007/s11145-005-4322-4,Reading and Writing,"Nicola Botting, Zoë Simkin, Gina Conti-Ramsden","A large cohort of 200 eleven-year-old children with Specific Language Impairment (SLI) were assessed on basic reading accuracy and on reading comprehension as well as language tasks. Reading skills were examined descriptively and in relation to early language and literacy factors. Using stepwise regression analyses in which age and nonverbal IQ were controlled for, it was found that a single word reading measure taken at 7 years was unsurprisingly a strong predictor of the two different types of reading ability. However, even with this measure included, a receptive syntax task (TROG) entered when reading accuracy score was the DV. Furthermore, a test of expressive syntax/narrative and a receptive syntax task completed at 7 years entered into the model for word reading accuracy. When early reading accuracy was excluded from the analyses, early phonological skills also entered as a predictor of both reading accuracy and comprehension at 11 years. The group of children with a history of SLI were then divided into those with no literacy difficulties at 11 and those with some persisting literacy impairment. Using stepwise logistic regression, and again controlling for IQ and age, 7 years receptive syntax score (but not tests of phonology, expressive vocabulary or expressive syntax/narrative) entered as a positive predictor of membership of the ‘no literacy problems’ group regardless of whether early reading accuracy was controlled for in step one. The findings are discussed in relation to the overlap of SLI and dyslexia and the long term sequelae of language impairment."
1343,2137259471,early literacy skills in latvian preschool children with specific language impairment,2014,10.1051/shsconf/20141000049,,"A. Vabale, M. Orlovska, M. Rascevska, A. Kolesovs","The present study explores differences in early literacy skills of Latvian preschool children with Specific Language Impairment (SLI) compared to children from general population. The participants were 21 children with diagnosis of Specific developmental disorders of speech and language (F80; ICD-10) and 21 children as matched control group (in each group: mean age=79 months, 88% boys). Both samples were selected from the adaptation and standardization study of Dynamic Indicators of Basic Early Literacy Skills (DIBELS Next) in Latvia (Good & Kaminski et al., 2011; Latvian version, Rascevska et al., 2013a). The results show significant differences between two groups in DIBELS Next composite score (t=3.09, p < .01), First Sound Fluency (t = 2.54, p < .05), Phoneme Segmentation Fluency (t = 2.80, p < .01), Correct Letter Sounds (t = 3.38, p < .01) and Whole Words Read (t = 3.39, p < .01) from Nonsense Word Fluency. Phoneme awareness represented by first sound and phoneme segmentation fluency and phonological decoding observed during nonsense word reading was poorer for the SLI group, albeit letter naming did not differ in both groups. No differences in letter naming might be explained due to intensive instruction the children with SLI are receiving in their institution of special education, while children from general population might not have this enhanced support."
1344,2137567460,translational research on early language development current challenges and future directions,2006,10.1017/S0954579406060366,Development and Psychopathology,Marjorie Beeghly,"There is a pressing need for the early and accurate identification of young children at risk for language and other developmental disabilities and the provision of timely, age-appropriate intervention, as mandated by Part C of the Individuals with Disabilities Education Act. Research has shown that early intervention is effective for many language impaired children in different etiological groups, and can reduce the functional impact of persistent disorders on children and their families. Yet, the accurate identification of infants and toddlers at risk for language impairment remains elusive, especially for late-talking children without obvious genetic or neurological conditions. In this paper, the need for translational research on basic processes in early language development in typical and atypical populations and the contextual factors that affect them are discussed, along with current challenges and future directions for its successful implementation. Implications of this research for clinical evidence-based practice are also considered."
1345,2137786269,deficits in phoneme segmentation are not the core problem of dyslexia evidence from german and english children,2000,10.1017/S0142716400002058,Applied Psycholinguistics,"Karin Landerl, Heinz Wimmer","A widely held assumption about dyslexia is that difficulties in accessing the constituent phonemes of the speech stream are responsible for specific reading and spelling difficulties. In consistent orthographies, however, the acquisition of accurate phonological recoding and phonemic awareness was found to pose much less difficulty than in English, and even dyslexic children were found to exhibit high levels of performance in phonemic segmentation (Wimmer, 1993). Nevertheless, using a rather complex phonological awareness and manipulation task (spoonerisms: MAN–HAT → HAN– MAT), Landerl, Wimmer, and Frith (1997) found support for the original position on phonological awareness deficit, as both German and English dyslexic children showed poor performance. In the present studies, the spoonerism responses of Landerl et al. were reanalyzed such that children were given credit for partially correct responses (e.g., a response of HAN for MAN–HAT). Such partially correct responses were taken to indicate full segmentation of both stimulus words at the onset–rime level. The effect of this rescoring was that the error rate dropped from 76% to 26% for the English dyslexic children and from 63% to 15% for the German dyslexic children. Even higher performance levels, although not perfect as for the age-matched control children, were found on a nonword spelling task in both groups. A second study examined the segmentation of consonant clusters in younger German dyslexic children and found performance levels of about 90% correct when memory problems were ruled out. We argue that, at least in the context of a consistent orthography (and a phonics-based teaching approach), deficits in phoneme awareness are only evident in the early stages of reading acquisition, whereas rapid naming and phonological memory deficits are more persistent in dyslexic children."
1346,2138389016,why intensive interventions are necessary for students with severe reading difficulties,2010,10.1002/pits.20481,Psychology in the Schools,"Sharon Vaughn, Carolyn A. Denton, Jack M. Fletcher","This article reviews research related to intensive interventions within a Response to Intervention framework. We review the research from studies that provided different levels of intensity of intervention with the goal of establishing a case that movement through less intensive tiers of intervention may not be an effective and responsible approach to addressing the reading difficulties of some students, particularly those with significant reading difficulties or disabilities."
1347,2138582870,dissociating crossmodal and verbal demands in paired associate learning pal what drives the pal reading relationship,2013,10.1016/j.jecp.2012.11.012,Journal of Experimental Child Psychology,"Robin A. Litt, Peter F. de Jong, Elsje van Bergen, Kate Nation","Abstract Recent research suggests that visual–verbal paired associate learning (PAL) may tap a crossmodal associative learning mechanism that plays a distinct role in reading development. However, evidence from children with dyslexia indicates that deficits in visual–verbal PAL are strongly linked to the verbal demands of the task. The primary aim of this study was to disassociate the role of modality and verbal demand in driving the PAL–reading relationship. To do so, we compared performance across four PAL mapping conditions: visual–verbal, verbal–verbal, visual–visual and verbal–visual. We reasoned that if crossmodal mapping demand accounts for the PAL–reading relationship, both visual–verbal PAL and verbal–visual PAL should exhibit significant relationships with reading ability. The results were incompatible with the crossmodal hypothesis. Only tasks requiring verbal output (visual–verbal PAL and verbal–verbal PAL) significantly correlated with reading ability. In addition, visual–verbal PAL and verbal–verbal PAL were well represented by a latent “verbal output PAL” factor. Structural equation modeling showed that this factor fully accounted for the PAL–reading relationship; visual–verbal PAL did not add anything to the prediction of reading above and beyond this latent factor. The results are interpreted according to an alternative verbal account of the PAL–reading relationship."
1348,2138693370,the personal social characteristics of children with poor mathematical computation skills,1983,10.1177/002221948301600304,Journal of Learning Disabilities,"Nathlie A. Badian, Maureen Ghublikian",Twenty-two seventh- and eighth-grade students poor in mathematical computation but with average reading comprehension (low math group) were compared with two matched groups: below average in reading comprehension but average in mathematical computation (low reading group) and average in both reading comprehension and mathematical computation (no difference group). Each of the 66 subjects was rated by two teachers (English and mathematics) on the eight items of the Personal-Social Behavior section of the Myklebust Pupil Rating Scale. Factor analysis showed that the eight behaviors split into two factors: Factor I—responsibility and Factor II—social cooperation. The low math group was significantly lower than the other two groups on Factor I and the total scale but not on Factor II. Group differences occurred only among boys. It was concluded that children with a disability in mathematical computation may be at risk for impulsive and possibly antisocial behavior.
1349,2139171307,rapid automatized naming and reading performance a meta analysis,2014,10.1037/edu0000006,Journal of Educational Psychology,"Susana Araújo, Alexandra Reis, Karl Magnus Petersson, Luís Faísca","Evidence that rapid naming skill is associated with reading ability has become increasingly prevalent in recent years. However, there is considerable variation in the literature concerning the magnitude of this relationship. The objective of the present study was to provide a comprehensive analysis of the evidence on the relationship between rapid automatized naming (RAN) and reading performance. To this end, we conducted a meta-analysis of the correlational relationship between these 2 constructs to (a) determine the overall strength of the RAN–reading association and (b) identify variables that systematically moderate this relationship. A random-effects model analysis of data from 137 studies (857 effect sizes; 28,826 participants) indicated a moderate-to-strong relationship between RAN and reading performance (r = .43, I2 = 68.40). Further analyses revealed that RAN contributes to the 4 measures of reading (word reading, text reading, non-word reading, and reading comprehension), but higher coefficients emerged in favor of real word reading and text reading. RAN stimulus type and type of reading score were the factors with the greatest moderator effect on the magnitude of the RAN–reading relationship. The consistency of orthography and the subjects’ grade level were also found to impact this relationship, although the effect was contingent on reading outcome. It was less evident whether the subjects’ reading proficiency played a role in the relationship. Implications for future studies are discussed. (PsycINFO Database Record (c) 2016 APA, all rights reserved)"
1350,2139419848,co occurrence of linguistic and behavioural difficulties in early childhood a developmental psychopathology perspective,2011,10.1080/03004430.2010.509795,Early Child Development and Care,"Johanna L. Carpenter, Deborah A. G. Drabick","Three hypotheses have been posited as competing explanations for the comorbidity or co-occurrence of language difficulties and behavioural problems among children: (1) language difficulties confer risk for behaviour problems, (2) behaviour problems confer risk for language difficulties, and (3) shared risk factors account for their co-occurrence. We use a developmental psychopathology perspective to propose a model that integrates these explanations, and incorporates several potential moderating, mediating, and shared risk factors. We propose that temperamental negative emotionality and working memory deficits operate to initiate the pathway that may culminate in comorbid language and behaviour problems. We hypothesise that contextual factors (e.g. parent–child interactional processes) and child-specific factors (e.g. adaptive communication) may exacerbate or offset this risk and thus contribute to multiple developmental pathways. The proposed model underscores the importance of considering transactional ..."
1351,2139529942,reading intervention using interactive metronome in children with language and reading impairment a preliminary investigation,2013,10.1177/1525740112456422,Communication Disorders Quarterly,"Michaela Ritter, Karen A. Colson, Jungjun Park","This exploratory study examined the effects of Interactive Metronome (IM) when integrated with a traditional language and reading intervention on reading achievement. Forty-nine school-age children with language and reading impairments were assigned randomly to either an experimental group who received the IM treatment or to a control group who did not. Both groups received language and reading intervention, and the experimental group received an additional four hours of IM treatment during a four-week period. Although both groups made gains in reading rate/fluency and comprehension, the extent of the gains was much larger in the IM group. IM training may be useful for promoting the reading rate/fluency and comprehension of children with language and reading impairments."
1352,2139540851,infant information processing and family history of specific language impairment converging evidence for rap deficits from two paradigms,2007,10.1111/j.1467-7687.2007.00546.x,Developmental Science,"Naseem Choudhury, Paavo H.T. Leppänen, Hilary J. Leevers, April A. Benasich","An infant’s ability to process auditory signals presented in rapid succession (i.e. rapid auditory processing abilities [RAP]) has been shown to predict differences in language outcomes in toddlers and preschool children. Early deficits in RAP abilities may serve as a behavioral marker for language-based learning disabilities. The purpose of this study is to determine if performance on infant information processing measures designed to tap RAP and global processing skills differ as a function of family history of specific language impairment (SLI) and/or the particular demand characteristics of the paradigm used. Seventeen 6- to 9-month-old infants from families with a history of specific language impairment (FH+) and 29 control infants (FH ! ) participated in this study. Infants’ performance on two different RAP paradigms (head-turn procedure [HT] and auditory-visual habituation/recognition memory [AVH/RM]) and on a global processing task (visual habituation/recognition memory [VH/ RM]) was assessed at 6 and 9 months. Toddler language and cognitive skills were evaluated at 12 and 16 months. A number of significant group differences were seen: FH+ infants showed significantly poorer discrimination of fast rate stimuli on both RAP tasks, took longer to habituate on both habituation/recognition memory measures, and had lower novelty preference scores on the visual habituation/recognition memory task. Infants’ performance on the two RAP measures provided independent but converging contributions to outcome. Thus, different mechanisms appear to underlie performance on operantly conditioned tasks as compared to habituation/recognition memory paradigms. Further, infant RAP processing abilities predicted to 12- and 16month language scores above and beyond family history of SLI. The results of this study provide additional support for the validity of infant RAP abilities as a behavioral marker for later language outcome. Finally, this is the first study to use a battery of infant tasks to demonstrate multi-modal processing deficits in infants at risk for SLI."
1353,2139888336,predictors of reading fluency in italian orthography evidence from a cross sectional study of primary school students,2014,10.1080/09297049.2013.814768,Child Neuropsychology,"Tobia, Gian Marco Marzocchi","This study investigates the role of linguistic and visuospatial attentional processes in predicting reading fluency in typical Italian readers attending primary school. Tasks were administered to 651 children with reading fluency z scores > −1.5 standard deviation to evaluate their phonological awareness, rapid automatized naming (RAN), verbal short-term memory, vocabulary, visual search skills, verbal-visual recall, and visual-spatial attention. Hybrid models combining confirmatory factor analysis and path analysis were used to evaluate the data obtained from younger (first and second grade) and older (third–fifth grade) children, respectively. The results showed that phonological awareness and RAN played a significant role among younger children, while also vocabulary, verbal short-term memory, and visuospatial attention were significant factors among older children."
1354,2140484708,language development metalinguistic skills and print awareness in 3 year old children,1992,10.1017/S0142716400005774,Applied Psycholinguistics,Carolyn Chaney,
1355,2140703532,letter names and alphabet book reading by senior kindergarteners an eye movement study,2009,10.1111/j.1467-8624.2009.01370.x,Child Development,"Mary Ann Evans, Jean Saint-Aubin, Nadine Landry","The study monitored the eye movements of twenty 5-year-old children while reading an alphabet book to examine the manner in which the letters, words, and pictures were fixated and the relation of attention to print to alphabetic knowledge. Children attended little to the print, took longer to first fixate print than illustrations, and labeled fewer letters than when presented with letters in isolation. After controlling for receptive vocabulary, regressions revealed that children knowing more letters were quicker to look at the featured letter on a page and spent more time looking at the featured letter, the word, and its first letter. Thus, alphabet books along with letter knowledge may facilitate entrance into the partial alphabetic stage of word recognition."
1356,2140961335,learning to label letters by sounds or names a comparison of england and the united states,2009,10.1016/j.jecp.2008.05.008,Journal of Experimental Child Psychology,"Michelle R. Ellefson, Rebecca Treiman, Brett Kessler","Learning about letters is an important foundation for literacy development. Should children be taught to label letters by conventional names, such as /bi/ for b, or by sounds, such as /bə/? We queried parents and teachers, finding those in the U.S. stress letter names with young children whereas those in England begin with sounds. Looking at 5- to 7-year-old children in the two countries, we found that U.S. children were better at providing the names of letters than English children. English children outperformed U.S. children on letter-sound tasks, and differences between children in the two countries declined with age. We further found that children use the first-learned set of labels to inform the learning of the second set. As a result, English and U.S. children made different types of errors in letter-name and letter-sound tasks. The children’s invented spellings also differed in ways reflecting the labels they used for letters."
1357,2141151539,language development and its impact on children s psychosocial and emotional development,2005,,,"Joseph H. Beitchman, E. B. Brownlie","Language is central to social life; speech and language development is a cornerstone for successful outcomes later in life. Speech and language competency does not progress normally for a sizeable number of children, however, and research shows that these children are at greater risk for later psychosocial problems than children who do not have speech or language impairments."
1358,2141583483,estudio de los predictores de la lectura,2013,,,"Rosa María González Seijas, Silvia López Larrosa, Juan Vilar Fernández, Alfredo Rodríguez López-Vázquez","This research centres in the predictors of reading ""phonological awareness"" and ""rapid naming"". In this study, 326 students aged 4, 5 and 6 years old (171 in the experimental group and 155 in the control group) attending 4 different schools (two public and two private) participated. The experimental group received explicit instruction in phonological awareness and naming speed and the control group followed the official curriculum. Four year old children attended the program for three years; five year olds received instruction for two years while six year olds received instruction for one year. They all were evaluated when they were finishing the first year of Primary education. Results showed that training relates with greater improvements in the experimental group compared to the control group especially in phonological awareness. Intervention relates to improvements in reading speed of words in the three participant age groups. These results have educational implications as they give information that facilitates the process of learning to read through the teacher work in the classroom and it also helps to prevent learning disabilities."
1359,2141828888,evaluation des connaissances precoces predictives de l apprentissage de la lecture en grande section de maternelle,2013,10.4000/rfp.4219,Revue Francaise De Psychanalyse,"Hélène Labat, Sarah-Lise Farhat, Sandra Andreu, Thierry Rocher, Laurent Cros, Annie Magnan, Jean Ecalle","Le premier objectif de ce travail, mene aupres de plus de 3000 eleves de grande section de maternelle, etait de valider une batterie de tests evaluant les competences predictives de l’acquisition de la lecture dans ses deux composantes, identification de mots ecrits et comprehension. Pour cela, les qualites metrologiques des epreuves experimentales en reconnaissance de lettres, en habiletes phonologiques, en vocabulaire et en comprehension orale ont fait l’objet d’un examen. Le second objectif etait d’identifier des profils d’eleves et les difficultes des plus faibles (par l’analyse des erreurs). La conclusion souligne l’interet des sessions precoces d’evaluation afin de prevenir les difficultes avec des aides ciblees a l’apprentissage de la lecture en CP."
1360,2142038215,nonverbal learning disabilities asperger s syndrome pervasive developmental disorder should we care,1996,10.1177/088307389601100601,Journal of Child Neurology,"Roger A. Brumback, Caryn R. Harper, Warren A. Weinberg",
1361,2142390424,a prospective longitudinal study of phonological development in late talkers,2003,10.1044/0161-1461(2003/012,Language Speech and Hearing Services in Schools,"A. Lynn Williams, Mary Elbert",
1362,2142460064,spelling development in alphabetic writing systems a cross linguistic perspective,2004,10.1027/1016-9040.9.1.3,European Psychologist,Markéta Caravolas,"This paper reviews issues and early findings in the cross-linguistic study of alphabetic spelling development. The primary focus is on the effects that differences in orthographic consistency might have on the process of learning to spell across alphabetic writing systems. General characteristics of alphabetic writing systems are summarized, and various indicators of orthographic consistency are discussed for one consistent (Czech) and two inconsistent (English, French) orthographies. Then, against a model of spelling development in English, the results of several studies of spelling development in relatively more consistent orthographies are considered. Together, the current findings suggest that the core component skills underlying spelling development, namely, phonological awareness and letter knowledge, are similar across alphabetic languages. However, the degree of consistency of an orthography seems to play an important mediating role in determining the rate of learning to spell. The extent to which..."
1363,2142696419,longitudinal twin study of early literacy development preschool through grade 1,2006,10.1007/s11145-006-9019-9,Reading and Writing,"Brian Byrne, Stefan Samuelsson, Sally J. Wadsworth, Jacqueline Hulslander, Robin P. Corley, John C. DeFries, Peter Quain, Erik G. Willcutt, Richard K. Olson","Grade 1 literacy skills of twin children in Australia (New South Wales) and the United States (Colorado) were explored in a genetically sensitive design (N = 319 pairs). Analyses indicated strong genetic influence on word and nonword identification, reading comprehension, and spelling. Rapid naming showed more modest, though reliable, genetic influence. Phonological awareness was subject to high nonshared environment and no reliable genetic effects, and individual measures of memory and learning were also less affected by genes than nonshared environment. Multivariate analyses showed that the same genes affected word identification, reading comprehension, and spelling. Country comparisons indicated that the patterns of genetic influence on reading and spelling in Grade 1 were similar, though for the U.S. but not the Australian children new genes came on stream in the move from kindergarten to Grade 1. We suggest that this is because the more intensive kindergarten literacy curriculum in New South Wales compared with Colorado, consistent with the mean differences between the two countries, means that more of the genes are “online” sooner in Australia because of accelerated overall reading development."
