Key,ID,Title,Year,Author,Pub_Type
AHA87XP9,2112072718,rapid naming phonological awareness and reading a meta analysis of the correlation evidence,2003,"Swanson, H. Lee; Trainin, Guy; Necoechea, Denise M.; Hammill, Donald D.",1
ABUEAMDM,2029699169,practice vs motivation,1992,"Symonds, Percival M.; Chase, Doris H.",1
P55NAQBS,2096727319,order or disorder impaired hebb learning in dyslexia,2011,"Szmalec, Arnaud; Loncke, Maaike; Page, Mike P. A.; Duyck, Wouter",1
CCUFSYDH,1975081431,evidence for self organized sentence processing digging in effects,2004,"Tabor, Whitney; Hutchins, Sean",1
HXV5MAW6,2128057525,multicultural experiences reduce intergroup bias through epistemic unfreezing,2012,"Tadmor, Carmit T.; Hong, Ying-yi; Chao, Melody M.; Wiruchnipawan, Fon; Wang, Wei",1
5AM2EW2S,2050002472,the role of long term memory and short term memory links in the simon effect,2000,"Tagliabue, Mariaelena; Zorzi, Marco; Umiltà, Carlo; Bassignani, Francesca",1
EVN9TXA7,1975031882,contributions of phonological processing skills to reading skills in arabic speaking children,2011,"Taibah, Nadia J.; Haynes, Charles W.",1
DUEHMYAC,2092826414,an examination of crossover and spillover effects of spousal and expatriate cross cultural adjustment on expatriate outcomes,2002,"Takeuchi, Riki; Yun, Seokhwa; Tesluk, Paul E.",1
GQLDRN56,2228577624,specific language impairment and developmental dyslexia what are the boundaries data from greek children,2016,"Talli, I.; Sprenger-Charolles, L.; Stavrakaki, S.",1
35JPZ3DT,2117707250,anchoring and adjustment during social inferences,2013,"Tamir, Diana I.; Mitchell, Jason P.",1
IGIJ5UCE,2146569561,business or pleasure utilitarian versus hedonic considerations in emotion regulation,2007,"Tamir, Maya; Chiu, Chi-Yue; Gross, James J.",1
BKNNQF99,2036245101,choosing to be afraid preferences for fear as a function of goal pursuit,2009,"Tamir, Maya; Ford, Brett Q.",1
KDVA5JMB,2106240548,implicit theories of emotion affective and social outcomes across a major life transition,2007,"Tamir, Maya; John, Oliver P.; Srivastava, Sanjay; Gross, James J.",1
Z68B5KKV,2043193092,flashcards revisited training poor readers to read words faster improves their comprehension of text,1997,"Tan, Annette; Nicholson, Tom",1
KH3YGHP2,2080887085,developmental delays at arrival and postmenarcheal chinese adolescents adjustment,2015,"Tan, Tony X.; Rice, Jessica L.; Mahoney, E. Emily",1
KSBMVZDT,2134288492,more unintended injuries in half sibling than full sibling households in the uk,2015,"Tanskanen, Antti O.; Danielsbacka, Mirkka; Rotkirch, Anna",1
8MG3VFBQ,2796674024,the cultural shaping of career aspirations acculturation and chinese biculturals career identity styles,2018,"Tao, Dan; Zhang, Rui; Lou, Evelina; Lalonde, Richard N.",1
GMJ3LE5X,2145389902,language and false belief evidence for general not specific effects in cantonese speaking preschoolers,2007,"Tardif, Twila; So, Catherine Wing-Chee; Kaciroti, Niko",1
2V4ZQQ7L,2552873597,latest a model of saccadic decisions in space and time,2017,"Tatler, Benjamin W.; Brockmole, James R.; Carpenter, R. H. S.",1
7C9PS9XK,2013085265,the impact of rapid automatized naming and phonological awareness on the reading fluency of a minority student population,2012,"Taub, Gordon E.; Szente, Judit",1
X3JX7Z6N,2602909215,bayesian models of cognition revisited setting optimality aside and letting data drive psychological theory,2017,"Tauber, Sean; Navarro, Daniel J.; Perfors, Amy; Steyvers, Mark",1
IEGQPVGY,2137923011,traumatic stress and the differential diagnosis of malingering,2003,"Taylor, A. J. W.",1
KY9ZZATV,2888603273,effects of extreme prematurity and kindergarten neuropsychological skills on early academic progress,2018,"Taylor, H. Gerry; Klein, Nancy; Espy, Kimberly A.; Schluchter, Mark; Minich, Nori; Stilp, Rebecca; Hack, Maureen",1
7GNSY694,2021389185,the characteristics and correlates of fantasy in school age children imaginary companions impersonation and social understanding,2004,"Taylor, Marjorie; Carlson, Stephanie M.; Maring, Bayta L.; Gerow, Lynn; Charley, Carolyn M.",1
TUCDIAIP,2047007293,social support support groups and the cancer patient,1986,"Taylor, Shelley E.; Falke, Roberta L.; Shoptaw, Steven J.; Lichtman, Rosemary R.",1
DR445C7Z,2514498589,cognitive discrepancy models for specific learning disabilities identification simulations of psychometric limitations,2017,"Taylor, W. Pat; Miciak, Jeremy; Fletcher, Jack M.; Francis, David J.",1
4V2UX9UA,2004107413,bicultural dreaming as an intersubjective communicative process,2007,"Tedlock, Barbara",1
SDCS7355,2330794074,physically scarce vs enriched environments decrease the ability to tell lies successfully,2015,"ten Brinke, Leanne; Khambatta, Poruz; Carney, Dana R.",1
UI2KC29A,2921190082,different physiological reactions when observing lies versus truths initial evidence and an intervention to enhance accuracy,2019,"ten Brinke, Leanne; Lee, Julia J.; Carney, Dana R.",1
FUVLUFGM,2105811463,staying engaged during the week the effect of off job activities on next day work engagement,2012,"ten Brummelhuis, Lieke L.; Bakker, Arnold B.",1
VE62THDK,2023258370,too optimistic about optimism the belief that optimism improves performance,2015,"Tenney, Elizabeth R.; Logg, Jennifer M.; Moore, Don A.",1
T4IRJ5T7,2896508417,is overconfidence a social liability the effect of verbal versus nonverbal expressions of confidence,2019,"Tenney, Elizabeth R.; Meikle, Nathan L.; Hunsaker, David; Moore, Don A.; Anderson, Cameron",1
7TKB2MCC,2041602875,adaptive control of learning time and content sequence in concept learning using computer based instruction,1985,"Tennyson, Robert D.; Park, Ok-choon; Christensen, Dean L.",1
32EKXYFG,2125194979,the importance of heritability in psychological research the case of attitudes,1993,"Tesser, Abraham",1
ZQKFE4UD,2003995198,providing psychological assessment feedback to children through individualized fables,2008,"Tharinger, Deborah J.; Finn, Stephen E.; Wilkinson, Alison; DeHay, Tamara; Parton, Victoria T.; Bailey, Karen Elaine; Tran, Ai",1
WPIRID58,2059651501,theoretical analysis of the cognitive processing of lexical and pictorial stimuli reading naming and visual and conceptual comparisons,1989,"Theios, John; Amrhein, Paul C.",1
AJRLL5F9,1965892832,identifying strategies in arithmetic with the operand recognition paradigm a matter of switch cost,2015,"Thevenot, Catherine; Castel, Caroline; Danjon, Juliette; Fayol, Michel",1
E5SUGTJM,1993576803,source recall enhances children s discrimination of seen and heard events,2005,"Thierry, Karen L.; Goh, Chee Leong; Pipe, Margaret-Ellen; Murray, Janice",1
BNSCXKTY,2051247498,liability as a function of plaintiff and defendant fault,1987,"Thomas, Ewart A. C.; Parpal, Mary",1
3BEJPXYI,2057749734,on line empathic accuracy in marital interaction,1997,"Thomas, Geoff; Fletcher, Garth J. O.; Lange, Craig",1
F77UXJBC,2071646936,stability and change in longitudinal water level task performance,1999,"Thomas, Hoben; Lohaus, Arnold; Kessler, Thomas",1
FWLUW7L2,2028371051,black clients family structures therapeutic issues and strengths,1985,"Thomas, Michele Burhard; Dansby, Pearl Gore",1
CZB33TAC,2109959026,diminishing adult egocentrism when estimating what others know,2013,"Thomas, Ruthann C.; Jacoby, Larry L.",1
LX5XHBSD,2318189649,the time event correlation effect is due to temporal expectancy not to partial transition costs,2015,"Thomaschke, Roland; Dreisbach, Gesine",1
53YCH3DN,2009731964,converging evidence for attentional influences on the orthographic word form in child dyslexics,2005,"Thomson, Jennifer B.; Chenault, Belle; Abbott, Robert D.; Raskind, Wendy H.; Richards, Todd; Aylward, Elizabeth; Berninger, Virginia W.",1
Y8J7I746,1982029235,learning novel phonological representations in developmental dyslexia associations with basic auditory processing of rise time and phonological awareness,2010,"Thomson, Jennifer M.; Goswami, Usha",1
M2PFEN5S,2154207976,introduction advances in early detection of reading risk,2010,"Thomson, Jennifer M.; Hogan, Tiffany P.",1
J9EHLP2X,2008399599,auditory processing interventions and developmental dyslexia a comparison of phonemic and rhythmic approaches,2013,"Thomson, Jennifer M.; Leong, Victoria; Goswami, Usha",1
WIG2FJVU,2803837380,enacting rituals to improve self control,2018,"Tian, Allen Ding; Schroeder, Juliana; Häubl, Gerald; Risen, Jane L.; Norton, Michael I.; Gino, Francesca",1
G7MSFNEK,2754926650,investigating phonological awareness and naming speed as predictors of reading in arabic,2018,"Tibi, Sana; Kirby, John R.",1
ZS726YYR,2928444679,reading in arabic how well does the standard model apply,2019,"Tibi, Sana; Kirby, John R.",1
B2JMUUQL,2112868206,emotional distress regulation takes precedence over impulse control if you feel bad do it,2001,"Tice, Dianne M.; Bratslavsky, Ellen; Baumeister, Roy F.",1
UNGY4DXC,1976719579,an unconscious desire for hierarchy the motivated perception of dominance complementarity in task partners,2007,"Tiedens, Larissa Z.; Unzueta, Miguel M.; Young, Maia J.",1
3NQUSCCK,1993870787,creative self efficacy development and creative performance over time,2011,"Tierney, Pamela; Farmer, Steven M.",1
37ITURPQ,1989944009,examining the relationships of component reading skills to reading comprehension in struggling adult readers a meta analysis,2016,"Tighe, Elizabeth L.; Schatschneider, Christopher",1
5JUPKVCE,2139263063,effectiveness of computer based treatment for dyslexia in a clinical care setting outcomes and moderators,2011,"Tijms, Jurgen",1
QPKIRFEM,2949241779,are figurative interpretations of idioms directly retrieved compositionally built or both evidence from eye movement measures of reading,2019,"Titone, Debra; Lovseth, Kyle; Kasparian, Kristina; Tiv, Mehrgol",1
8PSTAC5F,2138163455,causal models of reading disability a twin study,2004,"Tiu, Rolando D. Jr.; Wadsworth, Sally J.; Olson, Richard K.; DeFries, John C.",1
4JWQYI5Z,2073552051,cognitive profiles of italian children with developmental dyslexia,2014,"Tobia, Valentina; Marzocchi, Gian Marco",1
GU8HJY9N,1970385983,personality emotional experience and efforts to control emotions,2000,"Tobin, Renée M.; Graziano, William G.; Vanman, Eric J.; Tassinary, Louis G.",1
ZDWXN9K6,1974157438,talking about books a reading group study,2008,"Todd, Zazie",1
RZCGC8Q7,2040519618,can general practitioners be taught family therapy methods a contribution to the debate,1987,"Tomson, Peter R.; Asen, Eia",1
49KAYU8Y,1985881862,morphological awareness a key to understanding poor reading comprehension in english,2011,"Tong, Xiuli; Deacon, S. Hélène; Kirby, John R.; Cain, Kate; Parrila, Rauno",1
33UXINQ8,2126177452,morphological awareness orthographic knowledge and spelling errors keys to understanding early chinese literacy acquisition,2009,"Tong, Xiuli; McBride-Chang, Catherine; Shu, Hua; Wong, Anita M-Y.",1
AMPIB8ZX,2622755435,sandor rado american psychoanalysis and the question of bisexuality,2017,"Tontonoz, Matthew",1
C7AQLHIS,1970657611,electrophysiological and behavioral evidence of syntactic priming in sentence comprehension,2009,"Tooley, Kristen M.; Traxler, Matthew J.; Swaab, Tamara Y.",1
QHMXEIHT,2014882576,dyadic interracial interactions a meta analysis,2012,"Toosi, Negin R.; Babbitt, Laura G.; Ambady, Nalini; Sommers, Samuel R.",1
KHNMCPT3,266510264,alternative diagnostic approaches for specific developmental reading disabilities,1998,"Torgesen, Joseph K.; Wagner, Richard K.",1
NDQPJTZS,1989527266,contributions of phonological awareness and rapid automatic naming ability to the growth of word reading skills in second to fifth grade children,1997,"Torgesen, Joseph K.; Wagner, Richard K.; Rashotte, Carol A.; Burgess, Stephen; Hecht, Stephen",1
9PKAM3VH,1996711433,preventing reading failure in young children with phonological processing disabilities group and individual responses to instruction,1999,"Torgesen, Joseph K.; Wagner, Richard K.; Rashotte, Carol A.; Rose, Elaine; Lindamood, Patricia; Conway, Tim; Garvan, Cyndi",1
N92SXRH3,2905324867,individual differences in statistical learning predict children s reading ability in a semi transparent orthography,2019,"Torkildsen, Janne von Koss; Arciuli, Joanne; Wie, Ona Bø",1
35TW5D7G,2441302172,examining the simple view of reading in a transparent orthography a longitudinal study from kindergarten to grade 3,2016,"Torppa, Minna; Georgiou, George K.; Lerkkanen, Marja-Kristiina; Niemi, Pekka; Poikkeus, Anna-Maija; Nurmi, Jari-Erik",1
AIB2RW77,2020789647,examining the double deficit hypothesis in an orthographically consistent language,2012,"Torppa, Minna; Georgiou, George; Salmi, Paula; Eklund, Kenneth; Lyytinen, Heikki",1
JBVJ3WAD,2125073344,the double deficit hypothesis in the transparent finnish orthography a longitudinal study from kindergarten to grade 2,2013,"Torppa, Minna; Parrila, Rauno; Niemi, Pekka; Lerkkanen, Marja-Kristiina; Poikkeus, Anna-Maija; Nurmi, Jari-Erik",1
D2QTRJUA,2922603483,early prediction of reading trajectories of children with and without reading instruction in kindergarten a comparison study of estonia and finland,2019,"Torppa, Minna; Soodla, Piret; Lerkkanen, Marja-Kristiina; Kikas, Eve",1
MQF7QTFX,2593668763,too far to help the effect of perceived distance on the expected impact and likelihood of charitable action,2017,"Touré-Tillery, Maferima; Fishbach, Ayelet",1
R2K2WM8H,2019175150,story understanding and counterfactual reasoning,2003,"Trabasso, Tom; Bartolone, Jake",1
HPJ86L3M,2085171546,the psychological structure of pride a tale of two facets,2007,"Tracy, Jessica L.; Robins, Richard W.",1
4XSP56L8,2014266563,on becoming a mother in the throes of developmental transformation,1990,"Trad, Paul V.",1
Q42ZDXJV,2007410372,previewing a developmental phenomenon and a therapeutic strategy,1991,"Trad, Paul V.",1
LF3UKYKH,2534006815,symbolic and non symbolic number processing in children with developmental dyslexia,2017,"Träff, Ulf; Desoete, Annemie; Passolunghi, Maria Chiara",1
E5IPF4RS,2946113723,kindergarten domain specific and domain general cognitive precursors of hierarchical mathematical development a longitudinal study,2019,"Träff, Ulf; Olsson, Linda; Skagerlund, Kenny; Östergren, Rickard",1
PF7NG5YG,2164636756,the flynn effect a meta analysis,2014,"Trahan, Lisa H.; Stuebing, Karla K.; Fletcher, Jack M.; Hiscock, Merrill",1
RVGL9V7R,2165038587,questioning the model minority studies of asian american academic performance,2010,"Tran, Nellie; Birman, Dina",1
K7SELIP8,2111864944,self esteem academic self concept and achievement how the learning environment moderates the dynamics of self concept,2006,"Trautwein, Ulrich; Lüdtke, Oliver; Köller, Olaf; Baumert, Jürgen",1
XQFXRF94,2326791493,syntactic priming during sentence comprehension evidence for the lexical boost,2014,"Traxler, Matthew J.; Tooley, Kristen M.; Pickering, Martin J.",1
TXIWEZSA,2014685925,ethnicity gender family history of myocardial infarction and hemodynamic responses to laboratory stressors in children,1993,"Treiber, Frank A.; Davis, Harry; Musante, Linda; Raunikar, R. Austin; Strong, William B.; McCaffrey, Francis; Meeks, Marilyn C.; Vandernoord, Ronald",1
NJYAB56D,1970775033,marital quality and diabetes outcomes the ideatel project,2006,"Trief, Paula M.; Morin, Philip C.; Izquierdo, Roberto; Teresi, Jeanne; Starren, Justin; Shea, Steven; Weinstock, Ruth S.",1
E4B7T26E,1963950745,temporal construal and time dependent changes in preference,2000,"Trope, Yaacov; Liberman, Nira",1
D6YCGUHH,2013268872,the locus of naming difficulties in children with dyslexia evidence of inefficient phonological encoding,2006,"Truman, Amanda; Hennessey, Neville W.",1
AVLD9R5E,2807937839,cultural variation in social judgments of smiles the role of ideal affect,2019,"Tsai, Jeanne L.; Blevins, Elizabeth; Bencharit, Lucy Zhang; Chim, Louise; Fung, Helene H.; Yeung, Dannii Y.",1
DEBT4PJG,2008562145,what makes lessons interesting the role of situational and individual factors in three school subjects,2008,"Tsai, Yi-Miau; Kunter, Mareike; Lüdtke, Oliver; Trautwein, Ulrich; Ryan, Richard M.",1
3UHIBV82,1985842405,the influence of a friend s perspective on american indian children s recall of previously misconstrued events,2010,"Tsethlikai, Monica",1
TYWRFVTF,1984286094,the influence of schemas stimulus ambiguity and interview schedule on eyewitness memory over time,2003,"Tuckey, Michelle Rae; Brewer, Neil",1
QSTK2XL4,2052652489,expert performance in scrabble implications for the study of the structure and acquisition of complex skills,2007,"Tuffiash, Michael; Roring, Roy W.; Ericsson, K. Anders",1
EMYNMDYE,2061673510,thai adolescent survivors 1 year after the 2004 tsunami a mixed methods study,2008,"Tuicomepee, Arunya; Romano, John L.",1
KESJHH7G,2051026165,reducing explicit and implicit outgroup prejudice via direct and extended contact the mediating role of self disclosure and intergroup anxiety,2007,"Turner, Rhiannon N.; Hewstone, Miles; Voci, Alberto",1
ZI32Q3MJ,2114249233,performance of children with autism on selected measures of reading achievement and cognitive linguistic ability,2010,"Turner, Vicky",0
9RS9J9I9,2045556667,race and self esteem meta analyses comparing whites blacks hispanics asians and american indians and comment on gray little and hafdahl 2000,2002,"Twenge, Jean M.; Crocker, Jennifer",1
RXLDWZGR,1927685748,readers and reading the national report for england 2006 pirls progress in international reading literacy study,2007,"Twist, Liz; Schagen, Ian; Hodgson, Claire; National Foundation for Educational Research",1
UFTNFXMS,2011162119,controlling stroop interference evidence from a bilingual task,1990,"Tzelgov, Joseph; Henik, Avishai; Leiser, David",1
FLFE3RDC,2091548367,unintentional word reading via the phonological route the stroop effect with cross script homophones,1996,"Tzelgov, Joseph; Henik, Avishai; Sneg, Rinat; Baruch, Oshrit",1
83X2EP38,2020173385,automatic comparisons of artificial digits never compared learning linear ordering relations,2000,"Tzelgov, Joseph; Yehene, Vered; Kotler, Lital; Alon, Ariel",1
N6M2PGI3,2599754481,the acquisition of orthographic knowledge evidence from the lexicality effects on n400,2017,"Tzeng, Yu-Lin; Hsu, Chun-Hsien; Huang, Yu-Chen; Lee, Chia-Ying",1
UJD5K4JK,50998119,kindergarten phonological awareness and rapid serial naming as predictors of grade 2 reading and spelling,2002,"Uhry, Joanna K.",0
XQ7QFEVM,2071649046,finger point reading in kindergarten the role of phonemic awareness one to one correspondence and rapid serial naming,2002,"Uhry, Joanna K.",1
HVY9276P,2519476329,increasing pro environmental behaviors by increasing self concordance testing an intervention,2017,"Unsworth, Kerrie L.; McNeill, Ilona M.",1
JSTKAGPD,2013041252,trial to trial fluctuations in attentional state and their relation to intelligence,2014,"Unsworth, Nash; McMillan, Brittany D.",1
JCB377SM,2132284923,searching for and finding meaning in collective trauma results from a national longitudinal study of the 9 11 terrorist attacks,2008,"Updegraff, John A.; Silver, Roxane Cohen; Holman, E. Alison",1
MCD8KAS5,2149120606,mri in assessing children with learning disability focal findings and reduced automaticity,2015,"Urion, David K.; Huff, Hanalise V.; Carullo, Maria Paulina",1
KGGBKK6C,1977615384,evaluating the charismatic group subud javanese mysticism in the west,2005,"Urlich, Stephen C.",1
V4VLHF3E,2012112669,repeated reading intervention outcomes and interactions with readers skills and classroom instruction,2008,"Vadasy, Patricia F.; Sanders, Elizabeth A.",1
F2LIJP9Y,2144632980,two year follow up of a kindergarten phonics intervention for english learners and native english speakers contextualizing treatment impacts by classroom literacy instruction,2012,"Vadasy, Patricia F.; Sanders, Elizabeth A.",1
9HQ9N2X3,2071110630,effects of supplemental early reading intervention at 2 year follow up reading skill growth patterns and predictors,2008,"Vadasy, Patricia F.; Sanders, Elizabeth A.; Abbott, Robert D.",1
SIDSS4ZT,2076197890,code oriented instruction for kindergarten students at risk for reading difficulties a randomized field trial with paraeducator implementers,2006,"Vadasy, Patricia F.; Sanders, Elizabeth A.; Peyton, Julia A.",1
RPDX4LVD,2955088154,unconscious or underpowered probabilistic cuing of visual attention,2019,"Vadillo, Miguel A.; Linssen, Douglas; Orgaz, Cristina; Parsons, Stephanie; Shanks, David R.",1
97C5U8FF,2129561051,cognitive development of fluent word reading does not qualitatively differ between transparent and opaque orthographies,2010,"Vaessen, Anniek; Bertrand, Daisy; Tóth, Dénes; Csépe, Valéria; Faísca, Luís; Reis, Alexandra; Blomert, Leo",1
NEKZ8VR3,2046156705,the cognitive linkage and divergence of spelling and reading development,2013,"Vaessen, Anniek; Blomert, Leo",1
U3KU73WV,1964764575,the accuracy of inferences about criminality based on facial appearance,2011,"Valla, Jeffrey M.; Ceci, Stephen J.; Williams, Wendy M.",1
YRJK2YBF,2167164918,anticipating upcoming words in discourse evidence from erps and reading times,2005,"Van Berkum, Jos J. A.; Brown, Colin M.; Zwitserlood, Pienie; Kooijman, Valesca; Hagoort, Peter",1
63VFUFHA,2085548672,awe activates religious and spiritual feelings and behavioral intentions,2012,"Van Cappellen, Patty; Saroglou, Vassilis",1
IN9Z9HHH,2126513315,developmental dyslexia related to specific or general deficits,1999,"van Daal, Victor; van der Leij, Aryan",1
2MHU49Q5,2075796711,specificity and overlap in skills underpinning reading and arithmetical fluency,2013,"van Daal, Victor; van der Leij, Aryan; Adèr, Herman",1
4CETB2X9,2591664621,post primary reading fluency development a latent change approach,2017,"van de Ven, Marco; Voeten, Marinus; Steenbeek-Planting, Esther G.; Verhoeven, Ludo",1
QG23GSUC,2065124986,working memory response inhibition and within subject variability in children with attention deficit hyperactivity disorder or reading disorder,2010,"Van De Voorde, Séverine; Roeyers, Herbert; Verté, Sylvie; Wiersema, Jan Roelf",1
9NZAC6NE,2083535193,modeling the length effect specifying the relation with visual and phonological correlates of reading,2013,"van den Boer, Madelon; de Jong, Peter F.; Haentjens-van Meeteren, Marleen M.",1
2IVGJQXS,1971321088,the specific relation of visual attention span with reading and spelling in dutch,2015,"van den Boer, Madelon; van Bergen, Elsje; de Jong, Peter F.",1
AJCJ4JK2,2481621226,word reading development the double deficit hypothesis and the diagnosis of dyslexia,2008,"van den Bos, Kees P.",0
R25YWEV3,2020454206,life span data on continuous naming speeds of numbers letters colors and pictured objects and word reading speed,2002,"van den Bos, Kees P.; Zijlstra, Bonne J. H.; lutje Spelberg, Henk C.",1
XH4SBNR4,2070623309,specific relations between alphanumeric naming speed and reading speeds of monosyllabic and multisyllabic words,2003,"van den Bos, Kees P.; Zijlstra, Bonne J. H.; van den Broeck, Wim",1
CWH2Q2R6,1999242137,bearing witness to uncorroborated trauma the clinician s development of reflective belief,1999,"van der Hart, Onno; Nijenhuis, Ellert R. S.",1
VEYTS8UW,2085776660,the predictive validity of criminogenic needs for male and female offenders comparing the relative impact of needs in predicting recidivism,2012,"van der Knaap, Leontien M.; Alberda, Daphne L.; Oosterveld, Paul; Born, Marise Ph.",1
CJVQAS2K,2118719719,differential susceptibility to early literacy intervention in children with mild perinatal adversities short and long term effects of a randomized control trial,2012,"van der Kooy-Hofland, Verna A. C.; van der Kooy, Jacoba; Bus, Adriana G.; van IJzendoorn, Marinus H.; Bonsel, Gouke J.",1
FFM96DKW,2100107646,a dynamical model of general intelligence the positive manifold of intelligence by mutualism,2006,"Van Der Maas, Han L. J.; Dolan, Conor V.; Grasman, Raoul P. P. P.; Wicherts, Jelte M.; Huizenga, Hilde M.; Raijmakers, Maartje E. J.",1
VGA899UY,2159480040,the social power of regret the effect of social appraisal and anticipated emotions on fair and unfair allocations in resource dilemmas,2015,"van der Schalk, Job; Kuppens, Toon; Bruder, Martin; Manstead, Antony S. R.",1
HNAV82H6,2168510599,social mindfulness skill and will to navigate the social world,2013,"Van Doesum, Niels J.; Van Lange, Dion A. W.; Van Lange, Paul A. M.",1
B4WI3J6T,2326429274,do conduct problems and sensation seeking moderate the association between adhd and three types of stimulant use in a college population,2012,"Van Eck, Kathryn; Markle, Robert S.; Flory, Kate",1
7WAPJLTE,2156333571,a dynamic systems model of basic developmental mechanisms piaget vygotsky and beyond,1998,"van Geert, Paul",1
HPP2EC8X,2077240392,assessing differential effects applying regression mixture models to identify variations in the influence of family resources on academic achievement,2009,"Van Horn, M. Lee; Jaki, Thomas; Masyn, Katherine; Ramey, Sharon Landesman; Smith, Jessalyn A.; Antaramian, Susan",1
YGSJZPL4,1991434848,the persuasive power of emotions effects of emotional expressions on attitude formation and change,2015,"Van Kleef, Gerben A.; van den Berg, Helma; Heerdink, Marc W.",1
67WI3LGJ,2079211707,causal explanation as constraint satisfaction a critique and a feedforward connectionist alternative,1998,"Van Overwalle, Frank",1
ZCWSYASP,2131280181,a recurrent connectionist model of group biases,2003,"Van Rooy, Dirk; Van Overwalle, Frank; Vanhoomissen, Tim; Labiouse, Christophe; French, Robert",1
H66GCTM2,2464343409,cognitive processing profiles of school age children who meet low achievement iq discrepancy or dual criteria for underachievement in oral reading accuracy,2012,"Van Santen, Frank W.",0
7FEBGFLG,2767018737,modeling individual variation in early literacy skills in kindergarten children with intellectual disabilities,2018,"van Tilborg, Arjan; Segers, Eliane; van Balkom, Hans; Verhoeven, Ludo",1
WUEFRN5E,2120275826,in search of meaningfulness nostalgia as an antidote to boredom,2013,"van Tilburg, Wijnand A. P.; Igou, Eric R.; Sedikides, Constantine",1
NE2SS73I,42632181,the impact of fast forword on mct scores and student achievement,2009,"Van Vinkle, Michael Harvey",0
84R852BX,2120110281,visual word recognition in bilinguals phonological priming from the second to the first language,2002,"Van Wijnendaele, Ilse; Brysbaert, Marc",1
FT86NKIP,2795010138,cognitive constraints on the simple view of reading a longitudinal study in children with intellectual disabilities,2018,"van Wingerden, Evelien; Segers, Eliane; van Balkom, Hans; Verhoeven, Ludo",1
4E2LYRUI,2951293442,how the voice persuades,2019,"Van Zant, Alex B.; Berger, Jonah",1
A7Q8VX2F,2125052545,profiles of children s arithmetic fact development a model based clustering approach,2015,"Vanbinst, Kiran; Ceulemans, Eva; Ghesquière, Pol; De Smedt, Bert",1
LZL3IPLF,2160627480,hierarchical diffusion models for two choice response times,2011,"Vandekerckhove, Joachim; Tuerlinckx, Francis; Lee, Michael D.",1
TZUUP9YT,2791611945,phonological awareness and rapid automatized naming are independent phonological competencies with specific impacts on word reading and spelling an intervention study,2018,"Vander Stappen, Caroline; Van Reybroeck, Marie",1
29UELVNC,2008926394,whose intentions predict power over condom use within heterosexual dyads,2013,"VanderDrift, Laura E.; Agnew, Christopher R.; Harvey, S. Marie; Warren, Jocelyn T.",1
CG6WNMM3,2160619957,who is at risk for dyslexia phonological processing in five to seven year old dutch speaking children with sli,2010,"Vandewalle, Ellen; Boets, Bart; Ghesquière, Pol; Zink, Inge",1
UW6EY5SV,2754663619,do prereaders auditory processing and speech perception predict later literacy,2017,"Vanvooren, Sophie; Poelmans, Hanne; De Vos, Astrid; Ghesquière, Pol; Wouters, Jan",1
7UCJDDFJ,2937836611,cognitive correlates of memory integration across development explaining variability in an educationally relevant phenomenon,2019,"Varga, Nicole L.; Esposito, Alena G.; Bauer, Patricia J.",1
P833L9EZ,2025235037,age and schooling effects in story recall and story production,1994,"Varnhagen, Connie K.; Morrison, Frederick J.; Everall, Robin",1
Q5LHRTMY,2076346010,effects of language intervention on syntactic skill levels in preschoolers,2006,"Vasilyeva, Marina; Huttenlocher, Janellen; Waterfall, Heidi",1
QN4LCLP6,2163047940,investigating the orientation effect on the water level task who when and why,1994,"Vasta, Ross; Belongia, Christine; Ribble, Chalyce",1
MNTW574L,2069179840,the aftermath of hurricane katrina a trauma researcher s perspective,2008,"Vasterling, Jennifer J.",1
44FFWUDN,1941516561,response to instruction as a means of identifying students with reading learning disabilities,2003,"Vaughn, Sharon; Linan-Thompson, Sylvia; Hickman, Peggy",1
DKYTCAEI,2595666257,intergroup contact and prejudice between dutch majority and muslim minority youth in the netherlands,2017,"Vedder, Paul; Wenink, Erlijn; van Geel, Mitch",1
J6VSMY5D,2167155322,predictors of reading among herero english bilingual namibian school children,2005,"Veii, Kazuvire; Everatt, John",1
MV2I4DSY,1989135020,investigating and influencing how buildings affect health interdisciplinary endeavours,2008,"Veitch, Jennifer A.",1
VY3ICHJX,2320304397,parafoveal lexical activation depends on skilled reading proficiency,2015,"Veldre, Aaron; Andrews, Sally",1
YERC8QFZ,2072453916,introduction to three studies on reading acquisition convergent findings on theoretical foundations of code oriented versus whole language approaches to reading instruction,1991,"Vellutino, Frank R.",1
QGG4JMPG,1981391418,cognitive profiles of difficult to remediate and readily remediated poor readers early intervention as a vehicle for distinguishing between cognitive and experiential deficits as basic causes of specific reading disability,1996,"Vellutino, Frank R.; Scanlon, Donna M.; Sipay, Edward R.; Small, Sheila G.; Pratt, Alice; Chen, RuSan; Denckla, Martha B.",1
INNC6Z6M,1992096334,association of snps of dyx1c1 with developmental dyslexia in an indian population,2014,"Venkatesh, Shyamala K.; Siddaiah, Anand; Padakannaya, Prakash; Ramachandra, Nallur B.",1
UZVQZ3QV,1980301173,peacemaking among preschool children,2001,"Verbeek, Peter; de Waal, Frans B. M.",1
H4Z29Q2Y,2019291708,phonological awareness and naming speed in the prediction of dutch children s word recognition,2008,"Verhagen, W.; Aarnoutse, C.; van Leeuwe, J.",1
