iteration,ID,Title,Year,Authors,Journal,Pub_type,Citation_count,References_count,abstract
1,2090404110,language intervention within naturalistic environments,1990,"janet a norris, paul r hoffman",language speech and hearing services in schools,1,88,51,"As language intervention becomes more naturalistic and interactive, it is important that organization and systematicity be maintained within therapy. Speech-language pathologists must be clear in the goals and objectives that are established, and in the methods that are used to facilitate the emergence of these language behaviors. Yet naturalistic therapy depends to a large extent upon the spontaneously occurring events, utterances, and communicative situations that arise in the context of play, daily routines, and instructional activities. This article discusses general principles of intervention that impose organization within naturalistic interactions. The general structure of the intervention process will be presented, including strategies for controlling for activity and response complexity, techniques for facilitating a communicative response, and methods for providing natural consequences. Goals and objectives that can be used to quantify the results of intervention are also discussed."
1,2108926053,decoding reading and reading disability,1986,"philip b gough, william e tunmer",remedial and special education,1,1863,27,"To clarify the role of decoding in reading and reading disability, a simple model of reading is proposed, which holds that reading equals the product of decoding and comprehension. It follows that there must be three types of reading disability, resulting from an inability to decode, an inability to comprehend, or both. It is argued that the first is dyslexia, the second hyperlexia, and the third common, or garden variety, reading disability."
1,2112697742,phonology and the problems of learning to read and write,1985,"isabelle y liberman, donald shankweiler",remedial and special education,1,371,33,"Learning to read and write depends on abilities that are language related but that go beyond the ordinary abilities required for speaking and listening. Research has shown that the success of learners, whether they are children or adults, is related to the degree to which they are aware of the underlying phonological structure of words. Poor readers are often unable to segment words into their phonological constituents and may have other phonological deficiencies as well. Their difficulties in naming objects and in comprehending sentences, for example, may also stem from a basic problem in the phonological domain."
1,2120293553,reading and spelling in language disordered children linguistic and metalinguistic prerequisites report on a longitudinal study,1990,"eva magnusson, kerstin naucler",clinical linguistics & phonetics,1,115,11,"Many language-disordered children experience problems when learning to read and write. This may be so even if the children have normal speech before starting school. On the other hand, some disordered children have no reading and writing problems. Thus, it is important to pay attention not only to the purely linguistic problems children exhibit, but also to other abilities relevant for the acquisition of language and for learning to read and write, such as linguistic awareness, information processing strategies, and short term memory. In this paper we report a study of two matched groups of children: one group of language-disordered children and one group of normally speaking children. Data on the children's phonological, syntactic, and lexical levels and on their linguistic awareness were collected one year before they started school, at the beginning of the first school year, and at the end of the first year. Investigations are also planned for the end of the third and fourth school years. The longitudi..."
1,2120403158,the ability to manipulate speech sounds depends on knowing alphabetic writing,1986,"charles read, zhang yunfei, nie hongyin, ding baoqing",cognition,1,499,12,"Abstract NA NA Chinese adults literate only in Chinese characters could not add or delete individual consonants in spoken Chinese words. A comparable group of adults, literate in alphabetic spelling as well as characters, could perform the same tasks readily and accurately. The two groups were similar in education and experience but differed in age and consequently in whether they had learned an alphabetic writing system in school. Even adults who had once learned alphabetic writing but were no longer able to use it were able to manipulate speech sounds in this way. This “segmentation” skill, which has been shown to contribute to skilled reading and writing, does not develop with cognitive maturation, non-alphabetic literacy, or exposure to a language rich in rhymes"
1,2122111639,reading a psycholinguistic guessing game,1967,kenneth s goodman,literacy research and instruction,1,1193,2,"As scientific understanding develops in any field of study, preexisting, naive, common sense notions must give way. Such outmoded beliefs clutter the literature dealing with the process of reading. They interfere with the application of modern scientific concepts of language and thought to research in reading. They confuse the attempts at application of such concepts to solution of problems involved in the teaching and learning of reading. The very fact that such naive beliefs are based on common sense explains their persistent and recurrent nature. To the casual and unsophisticated observer they appear to explain, even predict, a set of phenomena in reading. This paper will deal with one such key misconception and offer a more viable scientific alternative. Simply stated, the common sense notion I seek here to refute is this: “Reading is a precise process. It involves exact, detailed, sequential perception and identification of letters, words, spelling patterns and large language units.” In phonic centered approaches to reading, the preoccupation is with precise letter identification. In word centered approaches, the focus is on word identifications. Known words are sight words, precisely named in any setting. This is not to say that those who have worked diligently in the field of reading are not aware that reading is more than precise, sequential identification. But, the common sense notion, though not adequate, continues to permeate thinking about reading. Spache (8) presents a word version of this common sense view: “Thus, in its simplest form, reading may be considered a series of word perceptions.” The teacher’s manual of the Lippincott Basic Reading (6) incorporates a letter by letter variant in the justification of its reading approach: “In short, following this program the child learns from the beginning to see words exactly as"
1,2126831351,assessing phonological awareness in kindergarten children issues of task comparability,1984,"keith e stanovich, anne e cunningham, barbara b cramer",journal of experimental child psychology,1,685,26,"Abstract NA NA Ten different phonological awareness tasks were administered to a group of kindergarten children whose reading ability was assessed 1 year later. The extraneous cognitive requirements inherent in the tasks varied widely. The children's performance on three tasks that involved a rhyming response was at ceiling, and these tasks did not correlate with subsequent reading progress. The other seven measures were all moderately related to later reading ability and, employed in sets, were very strong predictors. The relative predictive accuracy of the phonological tasks was equal to or better than more global measures of cognitive skills such as an intelligence test and a reading readiness test. The phonological tasks had a large amount of common variance. Factor analysis revealed only one factor on which all the nonrhyming phonological tasks loaded highly. The results bolster the construct validity of phonological awareness, indicate considerable comparability and interchangeability among the tasks used to measure the construct, and are encouraging as regards the possible use of such tasks in predictive test batteries."
1,2149138325,speech production phonological deficits in reading disordered children,1986,hugh w catts,journal of learning disabilities,1,170,26,"Speech production/articulation was examined in reading-disordered and normal children. Subjects participated in three tasks involving the production of multisyllabic words and phonologically complex phrases. Results demonstrated that the reading-disordered children made significantly more speech production errors than normal children in each of the tasks. Furthermore, the reading-disordered children's performance on the speech production tasks was correlated with their reading ability. It is concluded that the speech production difficulties of the reading-disordered children are a reflection of their various deficits in phonological processing."
1,2152768238,teaching decoding with an emphasis on phoneme analysis and phoneme blending,1980,joanna p williams,journal of educational psychology,1,235,33,"This article describes a project that integrated basic educational research, the development of an instructional program, and its evaluation in a classroom setting. The program, called The ABDs of Reading, provided explicit training in phoneme analysis and phoneme blending, letter-sound correspondences, and decoding. Recent research indicating the importance of phoneme skills in beginning reading provided a rationale for the program. The results of 2 years of program evaluation in New York City classrooms for learning-disabled children indicated that the program successfully teaches general decoding strategies. That is, instructed children were able to decode novel combinations of letters that were not presented in training. No extensive teachertraining, teacher-aides, or other unusual classroom support was required. The purpose of this article is to describe an instructional program that teaches basic decoding skills to learning-disabled children, to present the rationale for its development, and to present results of field trials designed to evaluate its effectiveness. The project was undertaken primarily to develop and evaluate curriculum materials. The work that was done addresses questions of current research interest and describes a process whereby basic educational research can be translated into usable school materials. The program was developed to serve as a supplement to whatever reading program is being used in the classroom. In the work to be reported here, it was used in remedial instruction. The program's instructional"
1,2159704829,a follow up study of children with phonologic disorders of unknown origin,1988,"lawrence d shriberg, joan kwiatkowski",journal of speech and hearing disorders,1,75,0,"Recent emphasis on early intervention programming for children with speech delays of unknown origin has yielded considerable literature on alternative forms of assessment and management. Less is known about the long-term special educational needs of such children. This study reviews the exceptional educational needs histories of 36 children who had received preschool speech services at a phonology clinic. Findings indicate that a high percentage of children continued to have speech and language and other special educational needs as they neared middle school and beyond. Many children eventually required special class placements. Discussion focuses on issues in classification, prediction, and management. On the bases of both original and follow-up data in this and other studies, the term phonological disorder appears to be appropriate for approximately 75%–80% of children referred early for speech disorders of unknown origin."
1,2160167439,phonological analysis as a function of age and exposure to reading instruction,1991,"judith a bowey, j francis",applied psycholinguistics,1,140,51,"This study was designed to test the prediction that, whereas sensitivity to subsyllabic phonological units might emerge prior to alphabetic reading instruction, phonemic analysis skills develop as a consequence of reading instruction. A series of phonological oddity tasks was devised, assessing children's sensitivity to subsyllabic onset and rime units, and to phonemes. These tasks were administered to three groups of children. The first group comprised the oldest children of a sample of kindergarten children. The second and third groups comprised the youngest and oldest children from a first-grade sample. The kindergarten group was equivalent to the younger first-grade group in terms of general verbal maturity, but had not been exposed to reading instruction. The younger first-grade sample was verbally less mature than the older first-grade sample, but had equivalent exposure to reading instruction. On all tasks, both first-grade groups performed at equivalent levels, and both groups did better than the kindergarten group. In all groups, onset and rime unity oddity tasks were of equal difficulty, but phoneme oddity tasks were more difficult than rime oddity tasks. Although some of the kindergarten children could reliably focus on onset and rime units, none performed above chance on the phoneme oddity tasks. Further analyses indicated that rime/onset oddity performance explained variation in very early reading achievement more reliably than phoneme oddity performance."
1,2521646548,expressive one word picture vocabulary test,1984,j arena,the international journal of clinical neuropsychology,1,848,0,NA
1,1490722428,emergent literacy writing and reading,1986,"william h teale, elizabeth sulzby",NA,5,774,0,NA
1,1629183898,assessment of children wisc iv and wppsi iii supplement,2004,jerome m sattler,NA,5,373,0,"Chapter 1: Weschler Intelligence Scale for Children-IV (WISC-IV): Description A Note about Terminology Standardization Standard Scores, Scaled Scores, and Test-Age Equivalents Reliability Validity Intercorrelations for Subtests and Composites Demographic Variables Factor Analysis Range of Subtest and Process Score Scaled Scores Range of Full Scale IQs Comparison of the WISC-IV and WISC-III Administering the WISC-IV Short Forms Choosing Between the WISC-IV and the WPPSI-III and Between the WISC-IV and the WAIS-III Administering the WISC-IV to Children with Disabilities Assets Limitations Concluding Comment Thinking Through the Issues Summary Key Terms, Concepts, and Names Study Questions"
1,1797985737,reconceptualizing the development of sight word reading and its relationship to recoding,1992,linnea c ehri,NA,0,457,1,NA
1,1964345509,the unique contribution of home literacy environment to differences in early literacy skills 1,1997,"elizabeth a griffin, frederick j morrison",early child development and care,1,190,7,"The psychometric utility of a home literacy environment measure is evaluated and its unique contribution to predicting literacy skills is examined. The scale is derived from information provided by parents of kindergarten children about the amount of reading materials in the home, and the frequency of library visits, adult literacy‐related behaviors, adult‐child reading, and television viewing. Measures of language, reading, general knowledge and math were collected from 295 children in fall of kindergarten and spring of second grade. The home literacy environment scale predicts unique variance in kindergarten and second grade language‐based, but not number‐based, literacy skills. Hence, the simple and easily administered measure of the home literacy environment proves to be psychometrically strong and uniquely predictive of differences in early literacy skills. †This research was supported by a grant from National Institute of Child Health and Human , Development (HD27176). ∗ Correspondence concerning th..."
1,1967858383,cognitive abilities conditions of learning and the early development of reading skill,1985,"mary ann evans, thomas h carr",reading research quarterly,1,98,79,"TWO GROUPS of primary-grade classrooms differing in their instructional approach to beginning reading were compared to assess the relationship between learning activities, cognitive abilities, and reading skill. Students' activities in 20 classrooms were observed, confirming that half of the classrooms followed an individualized language-experience approach and half a decoding-oriented basal reader approach. Year-end testing of the students revealed basic level reading skill to be less universally acquired in the language-experience group, but no difference in information processing and linguistic abilities between the two groups. In addition, while the various cognitive measures generally correlated positively with reading in the decoding-oriented group, significant negative correlations between linguistic ability and reading skill were observed in the language-experience group. It is argued that linguistic ability facilitates beginning reading only after a threshold of print-specific skills is acquired, and that the observed difference between the two groups stemmed primarily from their varying emphasis on systematic instruction, with corrective feedback, of these print-specific skills."
1,1975769617,a study of the effects of parental involvement in the teaching of reading on children s reading test performance,1987,peter hannon,british journal of educational psychology,1,59,0,"Summary. The reading attainment of working-class children, as indicated by reading test performance, is lower than that of other children but there is some evidence that it might be improved if their parents are involved more in the teaching of reading by hearing their children read at home. A study was carried out of a reading at home parental involvement project in a primary school serving a working-class area. The project was satisfactorily implemented and 76 children completed three years in it. Their reading test scores were compared to those of similar children who had passed through the school before the project. No significant improvement was found in test performance. The findings are discussed in relation to those of the Haringey Project (Tizard et al., 1982). It is hypothesised that the effects of this form of parental involvement may depend on the nature of home visiting which supports it, on the previous extent of parental involvement, or on whether the families concerned are from ethnic minorities. It is argued that there should be continued development and evaluation of parental involvement in the teaching of reading."
1,1980741809,phonological sensitivity in novice readers and nonreaders,1994,judith a bowey,journal of experimental child psychology,1,131,0,"This research reexamined recent claims that phonemic sensitivity is limited to alphabetically literate people by investigating the association between phonological sensitivity and novice reading skill in 5-year-old children who had not been exposed to formal reading instruction. The current study found clear evidence that both novice readers and nonreaders high in letter knowledge were sensitive to phonemic units. Children classified as novice readers were higher in both phonological sensitivity and verbal ability than nonreaders. Robust differences in phonological sensitivity remained between novice readers and nonreaders equivalent in letter knowledge after verbal ability effects were controlled. Although nonreaders varying in letter knowledge also differed in phonological sensitivity, this result may have reflected underlying differences in verbal ability."
1,1988682179,metalinguistic awareness and language development,1982,"carol l smith, helen tagerflusberg",journal of experimental child psychology,1,119,27,"Abstract NA NA Thirty-six 3- and 4-year-old children were given a battery of six metalinguistic tasks and two measures of language development: the Peabody Picture Vocabulary Test and a sentence comprehension test. The results clearly showed that the majority of preschoolers were able to make at least some metalinguistic judgments, and that metalinguistic performance improved with age. Furthermore, overall performance on the metalinguistic tasks was significantly correlated with each language measure when the effects of age were partialed out. In contrast, the correlation between age and metalinguistic performance was not significant once the effects of both language measures were partialed out. These data demonstrate that preschoolers' metalinguistic abilities are more extensive than has been previously acknowledged, and that they are closely tied to other aspects of language development at this time."
1,1994250676,vocabulary acquisition through shared reading experiences,1993,"monique senechal, edward h cornell",reading research quarterly,1,237,28,NA
1,2001666409,outcomes of an emergent literacy intervention in head start,1994,"grover j whitehurst, jeffery n epstein, andrea l angell, adam c payne, deanne a crone, janet e fischel",journal of educational psychology,1,458,42,"Classrooms of 4-year-olds attending Head Start were randomly assigned to an intervention condition, involving an add-on emergent literacy curriculum, or a control condition, involving the regular Head Start curriculum. Children in the intervention condition experienced interactive book reading at home and in the classroom as well as a classroom-based sound and letter awareness program. Children were pretested and posttested on standardized tests of language, writing, linguistic awareness, and print concepts"
1,2006269440,phoneme awareness and future reading ability,1993,virginia a mann,journal of learning disabilities,1,155,23,"This study investigates two group-administered tests of phoneme awareness, a phoneme segmentation test and an invented spelling test. Each was given to 100 kindergarten children (48 female, 52 male), along with two tests of visual-motor ability. One year later the same children received standardized reading tests and portions of an IQ test. Scores on each test of phoneme awareness predicted between 30% and 40% of variance in first-grade reading ability. In contrast, scores on the tests of visual-motor ability bore a less systematic, less substantial relation to future reading ability."
1,2017516928,knowledge of storybooks as a predictor of young children s vocabulary,1996,"monique senechal, joanne lefevre, ernie hudson, e penelope lawson",journal of educational psychology,1,317,52,"Shared book reading provides a rich source of linguistic stimulation for young children. The authors examined whether variations in knowledge of storybooks (assumed to index factors such as frequency of shared reading) were related to vocabulary scores for 3- to 6-year-olds. In Experiment 1, parents' knowledge of storybooks explained unique variance in children's receptive vocabulary scores after controlling for children's analytic intelligence, parents' exposure to adult reading material, and parents' education. In Experiment 2, children's knowledge of storybooks explained unique variance in their receptive and expressive vocabulary scores after controlling for parents' exposure to print and socioeconomic status level. Children's knowledge of storybooks indexed cognitive factors as well as exposure. The findings obtained in the 2 experiments suggest that storybook experiences during the preschool years may be an important influence on the development of children's language skills."
1,2022342086,parental involvement and reading attainment,1980,"jenny hewison, j tizard",british journal of educational psychology,1,144,0,"Summary.— The relationship between a number of home background factors and reading ability was studied in three samples (samples of 63, 100 and 104) of working-class children aged 7–8, using standardised tests given to the children and parental interviews. The home background factor which emerged as most strongly related to reading achievement was whether or not the mother regularly heard the child read (‘coached’). WISC IQ scores were obtained on one of the samples (N = 100), and it was established that IQ differences did not account for the superior reading performance of the coached children. Controlling for maternal language behaviour, as assessed using scales devised by Bernstein's colleagues, had little effect on the association between coaching and reading performance; controlling for coaching, however, markedly reduced the correlation between maternal language behaviour and reading performance. When the amount of coaching which the children had received was related to reading test score, a highly significant positive association was found. The lack of attention paid in the past to parental involvement in children's school work is commented upon in discussion of the implications of the findings."
1,2027236222,bidirectional relations of phonological sensitivity and prereading abilities evidence from a preschool sample,1998,"stephen r burgess, christopher j lonigan",journal of experimental child psychology,1,278,46,"Children's phonological sensitivity is a strong predictor of the development of reading skills. Recent evidence indicates that phonological sensitivity and reading are reciprocally related. That is, phonological sensitivity facilitates the development of early reading and early reading facilitates the development of phonological sensitivity. Whereas evidence for this reciprocal relation has come from studies with school-age children, this study examined the relation between phonological sensitivity and letter knowledge in 97 middle-income 4- and 5-year-old children in a 1-year longitudinal study. Multiple regression analyses revealed that phonological sensitivity predicted growth in letter knowledge, and letter knowledge predicted growth in phonological sensitivity when controlling for children's age and oral language abilities. These results indicate that the reciprocal relation between reading and phonological sensitivity is present relatively early in the development of literacy skills, prior to the onset of formal reading instruction."
1,2046607065,differential effects of home literacy experiences on the development of oral and written language,1998,"monique senechal, joanne lefevre, eleanor thomas, karen e daley",reading research quarterly,1,619,37,"We examined whether storybook exposure and the amount of teaching in reading and writing skills reported by middle class parents were related to the oral-language skills (receptive vocabulary, listening comprehension, and phoneme awareness) and the written-language skills (concepts about book reading, alphabet knowledge, reading CVC words, and invented spelling) of children in kindergarten (n = 110) and Grade 1 (n = 47). Hierarchical regression analyses that controlled for parents' print exposure and children's age and analytic intelligence showed that storybook exposure explained statistically significant unique variance in children's oral-language skills but not in their written-language skills. In contrast, parent teaching explained statistically significant unique variance in children's written-language skills but not in their oral-language skills. These findings are consistent with the hypothesis that storybook exposure may enhance children's oral-language skills whereas additional support in the form of teaching may be necessary to enhance written-language skills. At the end of Grade 1, children's oral and written language performance accounted for 20% of the variance in word reading, but storybook exposure and parent teaching did not account for additional statistically significant unique variance. These findings suggest that the association between early home literacy experiences and later reading skills may be mediated through children's oral- and written-language skills.

EXAMINAMOS SI la exposicion a libros de cuentos y la cantidad de experiencias de ensenanza de habilidades de lectura y escritura, obtenidas a partir de los informes de padres de clase media, estaban relacionadas con las habilidades de lenguaje oral (vocabulario receptivo, comprension oral y concienca fonologica) y con las habilidades de lenguaje escrito (conceptos sobre la lectura de libros, conocimiento del alfabeto, lectura de palabras CVC y escrituras inventadas). Participaron del estudio ninos de preescolar (n = 110) y 1er. Grado (n = 47). Los analisis de regresion jerarquica, controlando la exposiscion a la lengua escrita de los padres y, la edad de los ninos y la inteligencia analitica, mostraron que la exposicion a libros de cuentos explico una proporcion unica estadisticamente significativa de la variancia en las habilidades de lenguaje oral pero no en las habilidades de lenguaje escrito. Por el contrario, la ensenanza de los padres explico una proporcion unica estadisticamente significativa de la variancia en las habilidades de lenguaje escrito pero no en las habilidades de lenguaje oral. Estos hallazgos son consistentes con la hipotesis de que la exposicion a libros de cuentos puede mejorar las habilidades de lenguaje oral de los ninos, en tanto que puede ser necesario un apoyo adicional en la forma de ensenar para mejorar las habilidades de lenguaje escrito. A fines de 1er. Grado, el desempeno oral y escrito de los ninos dio cuenta del 20% de la variancia en lectura de palabras, pero la exposicion a libros de cuentos y la ensenanza de los padres no explico una proporcion adicional estadisticamente significativa de la variancia. Estos hallazgos sugieren que la asociacion entre las experiencias de alfabetizacion tempranas en el hogar y las habilidades de lectura posteriores pueden estar mediadas por las habilidades de lenguaje oral y escrito de los ninos.

UNTERSUCHTEN, ob der Einflus von Geschichten und die Unterrichtsanzahl beim Vermitteln von Lese- und Schreibfertigkeiten, wie von Eltern der Mittelschicht berichtet, in einer Beziehung mit den mundlichen Sprachfertigkeiten (rezeptiver Wortschatz, Horverstandnis und phonemische Aufnahmefahigkeit) standen, und verglichen sprachliche Schreibfertigkeiten (Konzepte zum Buchlesen, Kenntnis des Alphabets, Lesen von CVC [Consonant-Vowel-Consonant bzw. Konsonant-Vokal-Konsonant] Worten und ersonnenes Buchstabieren) von Kindern im Kindergarten (n = 110) und in der 1. Klasse (n = 47). Hierarchische Regressionsanalysen zur kontrollierten Bemessung des elterlichen Aufwands an Druckmaterial, dem Alter der Kinder und deren analytischer Intelligenz zeigten, das der Bucheinflus von Geschichten statistisch eine deutliche, ausgepragte Abweichung bei der Bemessung der mundlichen Sprachfahigkeiten bei diesen Kindern aufweist, jedoch nicht bei deren Schreibfahigkeiten. Im Widerspruch dazu ergab elterlicher Unterricht statistisch wesentliche Abweichungen bei den Schreibfertigkeiten der Kinder, jedoch nicht bei deren mundlichen Sprachfahigkeiten. Diese Erkenntnisse befinden sich im Einklang mit der Hypothese, das das Anbieten bzw. Lesen von Geschichten aus Buchern mundliche Sprachfertigkeiten steigern kann, wobei zusatzliche Unterstutzung in Form von Unterricht notig werden konnte, um schriftliche Sprachfahigkeiten zu fordern. Mit Abschlus der 1. Klasse betrug die Veranderung in der mundlichen und schriftlichen Sprachleistung 20% beim Lesen von Worten, jedoch konnte die Heranfuhrung an Geschichten aus Buchern und der elterliche Unterricht statistisch nicht mehr als besonders herausragende Abweichung nachgewiesen werden. Diese Befunde lassen vermuten, das die Verbindung zwischen fruhzeitigen Sprachausbildungserfahrungen zu Hause und spateren Leseleistungen durch erworbene mundliche und schriftliche Sprachfertigkeiten der Kinder vermittelt wird.

NOUS AVONS examine si l'exposition a la lecture de livres de jeunesse et la place faite a l'enseignement de la lecture et de l'ecriture, tels que rapportes par des parents de classe moyenne, sont lies aux competences en langue parlee (vocabulaire passif, comprehension du discours, et conscience phonemique) et ecrite (representation de la lecture de livres, connaissance de l'alphabet, lecture de mots CVC, et ecriture inventee) chez des enfants de maternelle (n =110) et de premiere annee (n = 47). Des analyses de regression hierarchique controlant l'exposition a l'ecrit par les parents, l'âge de l'enfant et l'intelligence analytique ont montre que l'exposition a la lecture de livres de jeunesse rend compte d'une variation statistiquement significative des competences en langue parlee des enfants, mais pas de leurs competences en langue ecrite. Par contre, l'enseignement effectue par les parents rend compte d'une variation statistiquement significative des competences en langue ecrite des enfants, mais non de leurs competences en langue parlee. Ces resultats sont en harmonie avec l'hypothese que l'exposition a la lecture de livres de jeunesse permet d'ameliorer les competences des enfants en langue parlee, tandis qu'un apport supplementaire sous forme d'enseignement peut s'averer necessaire pour ameliorer leurs competences en langue ecrite. En fin de premiere annee, la connaissance qu'ont les enfants du langage oral et ecrit rend compte de 20% de la variance en lecture de livres, alors que l'exposition a la lecture de livres de jeunesse et l'enseignement effectue par les parents n'apportent pas de contribution supplementaire a la variance. Ces resultats suggerent qu'il est possible que l'association entre les experiences initiales de lecture-ecriture a la maison et les competences ulterieures en lecture-ecriture soient mediatisees par les competences des enfants en langue orale et ecrite."
1,2047471103,effects of reading storybooks aloud to children,1994,"linda a meyer, james l wardrop, steven a stahl, robert l linn",journal of educational research,1,89,48,"Abstract Findings from a longitudinal study of reading comprehension development that revealed a negative relationship between the amount of time kindergarten teachers spend reading to kindergarten children and the children's reading achievement are presented. The amount of time first-grade teachers spent reading to their students was unrelated to the reading achievement of their students. Results are discussed in terms of a “displacement theory.” In other words, teachers who read the most spent the least amount of time in teaching activities that were positively correlated with reading achievement. Further information gathered from parent questionnaires about the time they spend reading to their children and the children's independent reading reveal a positive relationship between reading achievement and the time children spend engaged with print, but no relationship between reading achievement and the amount of time parents spent reading to their children. Further analyses revealed no relationship betwe..."
1,2050335888,a parental involvement project in a nursery school,1985,jeremy swinson,educational psychology in practice,1,8,3,NA
1,2059883457,developing phoneme awareness through alphabet books,1996,"bruce a murray, steven a stahl",reading and writing,1,78,18,"Previous research suggests that children who are successful in phoneme awareness tasks also have high levels of alphabet knowledge. One connection between the two might be alphabet books. Such books typically include both letter-name information and phonological information about initial sounds (‘B is for bear’). It may be that children who are read alphabet books, and thus understand how B is for bear, will learn both letter names and be able to isolate phonemes. To examine this, we gave three treatments to different groups of prekindergarteners. In the first group, the teacher read conventional alphabet books. In the second, the teacher read books chosen to contain the letter names only, without example words to demonstrate sound values. The third group, a control, read only storybooks. We found that all groups gained in print concept and letter knowledge over the course of the study. The conventional alphabet group made significantly greater gains in phoneme awareness than the group that read books about letters without example words, suggesting that conventional alphabet books may be one route to the development of phoneme awareness."
1,2060709448,when do children begin to read an exploration of four year old children s letter and word reading competencies,1980,jana m mason,reading research quarterly,1,288,12,"THE DEVELOPMENT OF FOUR YEAR OLD CHILDREN'S knowledge of letters and printed words was studied to determine if preschool children begin reading, and if so, how. Two classrooms of children were observed for nine-months while they attended a universityoperated preschool. The children's parents filled out questionnaires in which they described (1) their child's interest in, and knowledge about, letters and words and (2) what role they played in helping their child learn to read. Several tests and tasks were devised to measure children's conceptual knowledge of letters, printed words and the kinds of strategies they used to learn, remember, and spell words. The results indicate when, under what circumstances, and how young children begin to read. The results suggest a natural hierarchy of knowledge development in learning to read words. With considerable parental help, children realize that letters are discriminable patterns, that letters provide clues for reading, and that sounds in words are determined by letters. These three developmental levels describe more efficient approaches to reading. Specifically, as the child becomes more attracted to letters and to figuring out what words say, he/ she uses better strategies for learning and remembering words. Thus, children who are guided by parents to attend to letters, signs, and labels and are given opportunities to read, spell, and print words, learn some of the essential rudiments of reading even before going to kindergarten."
1,2062356949,preschool literacy experience and later reading achievement,1991,"hollis s scarborough, wanda dobrich, maria hager",journal of learning disabilities,1,190,10,"During their children's preschool years, parents were asked about the frequencies of adult reading, parent-child reading, and children's solitary book activities in the home. Parental responses were compared for three groups of children defined according to the parents' reading skills and the children's reading achievement in Grade 2. The results indicated that the 22 preschoolers who became poorer readers had less frequent early literacy-related experiences than the 34 children who became better readers."
1,2064526378,time on educational activities at home and educational progress in infant school,1990,"ian plewis, ann mooney, rosemary creeser",british journal of educational psychology,1,27,0,"Summary. This paper reports on the amount of time 6-year-olds in inner London engage in educational activities at home, and links these results with earlier research on the association between parental help with reading and children's reading progress. The activities data were collected using a time budget approach. The median child in this sample read aloud at home about 20 minutes per week, and received about 40 minutes per week total “teaching” in reading, writing and maths outside school. Black (Afro-Caribbean) children read aloud more than white children, girls read on their own more than boys, and the more educational qualifications the mother had, the more time the children spent on all the measured educational activities. Associations between reading activities at home and reading attainment at the end of year 1 ranged from 0.13 to 0.27 but associations with progress were small. However, children who spent more time with books at home did make greater reading progress during year 1. Implications for understanding social class differences in educational attainment and for designing intervention studies are discussed."
